id,name,name_ar,wilaya_code,commune_code,commune,lat,lng,geo_precision,geo_method,source,refs,statut,address,tel,fax
27-001,الوحدة الثانوية عشعاشة,الوحدة الثانوية عشعاشة,27,2717,Achaacha,36.243999,0.630683,exact,dgpc_map,dgpc,"{""dgpc"":""1"",""dgpc_wilaya"":""27""}",UNITE SECONDAIRE,"CENTRE VILLE ACHAACHA, ACHAACHA",045453191,045453191
27-002,الوحدة الثانوية سيدي الاخضر,الوحدة الثانوية سيدي الاخضر,27,2716,Sidi-Lakhdar,36.16,0.436667,approximate,dgpc_map,dgpc,"{""dgpc"":""2"",""dgpc_wilaya"":""27""}",UNITE SECONDAIRE,"CENTRE VILLE SIDI LAKHDAR, SIDI LAKHDAR",045447092,045447092
27-003,الوحدة الثانوية عين تادلس,الوحدة الثانوية عين تادلس,27,2707,Ain-Tedles,35.993099,0.295833,exact,dgpc_map,dgpc,"{""dgpc"":""3"",""dgpc_wilaya"":""27""}",UNITE SECONDAIRE,"CITE 60LOGEMENTS, AIN TEDLES",045437652,045437652
27-004,الوحدة الثانوية بوقيراط,الوحدة الثانوية بوقيراط,27,2719,Bouguirat,35.751701,0.254368,exact,dgpc_map,dgpc,"{""dgpc"":""4"",""dgpc_wilaya"":""27""}",UNITE SECONDAIRE,"RUE PRINCIPALE MOHAMED KHEMISTI, BOUGUIRAT",045487747,045487747
27-005,الوحدة الثانوية حاسي معمش,الوحدة الثانوية حاسي معمش,27,2706,Hassi Mameche,35.861,0.074515,exact,dgpc_map,dgpc,"{""dgpc"":""5"",""dgpc_wilaya"":""27""}",UNITE SECONDAIRE,"RUE CH-SERGENT MOUSSADAK, HASSI MAAMECHE",045380510,045380510
27-006,المركز المتقدم العقيد عميروش_مستغانم,المركز المتقدم العقيد عميروش_مستغانم,27,2701,Mostaganem,35.931702,0.086897,exact,dgpc_map,dgpc,"{""dgpc"":""6"",""dgpc_wilaya"":""27""}",POSTE AVANCE,"CITE COLONEL AMIROUCHE, MOSTAGANEM",045416580,045416580
27-007,مديرية الحماية المدنية مستغانم,مديرية الحماية المدنية مستغانم,27,2701,Mostaganem,35.922401,0.099797,exact,dgpc_map,dgpc,"{""dgpc"":""7"",""dgpc_wilaya"":""27""}",SIEGE DE DIRECTION WILAYA,"AVENUE BEN YAHIA BELKACEM, MOSTAGANEM",045439059,045439051
27-008,الوحدة الرئيسية مستغانم,الوحدة الرئيسية مستغانم,27,2701,Mostaganem,35.923599,0.099662,exact,dgpc_map,dgpc,"{""dgpc"":""8"",""dgpc_wilaya"":""27""}",UNITE PRINCIPALE,"RUE BEN BELKACEM YAHIA, MOSTAGANEM",045439705,045439705
27-009,الوحدة الثانوية سيدي علي,الوحدة الثانوية سيدي علي,27,2712,Sidi Ali,36.093899,0.410833,exact,dgpc_map,dgpc,"{""dgpc"":""82"",""dgpc_wilaya"":""27""}",UNITE SECONDAIRE,"RUE CH-BOUALEM AHMED, SIDI ALI",045443892,045443893
27-010,الوحدة الثانوية خير الدين,الوحدة الثانوية خير الدين,27,2711,Kheir-Eddine,35.979401,0.174444,exact,dgpc_map,dgpc,"{""dgpc"":""603"",""dgpc_wilaya"":""27""}",UNITE SECONDAIRE,KHEIR EDDINE,045428480,045428480
27-011,وحدة القطاع فرناقة,وحدة القطاع فرناقة,27,2703,Fornaka,35.783001,-0.102,exact,dgpc_map,dgpc,"{""dgpc"":""605"",""dgpc_wilaya"":""27""}",UNITE DE SECTEUR,"VILLAGE EL MAGTAA, FERNAKA",/,/
27-012,الوحدة الثانوية عين نويسي,الوحدة الثانوية عين نويسي,27,2705,Ain-Nouissy,35.798901,0.045169,exact,dgpc_map,dgpc,"{""dgpc"":""755"",""dgpc_wilaya"":""27""}",UNITE SECONDAIRE,AIN NOUISSI,045372886,045372842
27-013,المركز المتقدم خروبة_مستغانم,المركز المتقدم خروبة_مستغانم,27,2701,Mostaganem,35.960602,0.106111,exact,dgpc_map,dgpc,"{""dgpc"":""763"",""dgpc_wilaya"":""27""}",POSTE AVANCE,"KHAROUBA, MOSTAGANEM",045401758,045401788
27-014,المركز المتقدم ميناء مستغانم,المركز المتقدم ميناء مستغانم,27,2701,Mostaganem,35.927502,0.075278,exact,dgpc_map,dgpc,"{""dgpc"":""764"",""dgpc_wilaya"":""27""}",POSTE AVANCE,"PORT MOSTAGANEM, MOSTAGANEM",045427840,045427840
27-015,الوحدة البحرية صلامندر_مستغانم,الوحدة البحرية صلامندر_مستغانم,27,2701,Mostaganem,35.923,0.059732,exact,dgpc_map,dgpc,"{""dgpc"":""768"",""dgpc_wilaya"":""27""}",UNITE MARINE,"SALAMANDRE, MOSTAGANEM",045357056,/
27-016,وحدة القطاع وادي الخير,وحدة القطاع وادي الخير,27,2709,Oued El Kheir,35.932301,0.366447,exact,dgpc_map,dgpc,"{""dgpc"":""871"",""dgpc_wilaya"":""27""}",UNITE DE SECTEUR,"RN90A DOUAR SIDI DAHMANE, OUED EL KHEIR",/,/
28-001,الوحدة الرئيسية المسيلة,الوحدة الرئيسية المسيلة,28,2801,M'sila,35.689098,4.53415,exact,dgpc_map,dgpc,"{""dgpc"":""156"",""dgpc_wilaya"":""28""}",UNITE PRINCIPALE,"ZONE D'ACTIVITES, M'SILA",035366000/09,035366001
28-002,الوحدة الثانوية سيدي عيسى,الوحدة الثانوية سيدي عيسى,28,2816,Sidi Aissa,35.884899,3.77603,exact,dgpc_map,dgpc,"{""dgpc"":""158"",""dgpc_wilaya"":""28""}",UNITE SECONDAIRE,"CITE EL WIAM, SIDI AISSA",035405603,035405603
28-003,مديرية الحماية المدنية المسيلة,مديرية الحماية المدنية المسيلة,28,2801,M'sila,35.689098,4.53357,exact,dgpc_map,dgpc,"{""dgpc"":""159"",""dgpc_wilaya"":""28""}",SIEGE DE DIRECTION WILAYA,"ZONE D'ACTIVITE, M'SILA",035366002,035366003
28-004,الوحدة الثانوية حمام الضلعة,الوحدة الثانوية حمام الضلعة,28,2803,Hammam Dalaa,35.9356,4.3984,exact,dgpc_map,dgpc,"{""dgpc"":""235"",""dgpc_wilaya"":""28""}",UNITE SECONDAIRE,"ZONE EL HOURANE, HAMMAM DHLAA",035377676,035377676
28-005,الوحدة الثانوية أولاد دراج,الوحدة الثانوية أولاد دراج,28,2804,Ouled Derradj,35.6842,4.79131,exact,dgpc_map,dgpc,"{""dgpc"":""236"",""dgpc_wilaya"":""28""}",UNITE SECONDAIRE,"RUE AHMED ZABANA, OULED DERRADJ",035124005,035124001
28-006,الوحدة الثانوية عين الحجل,الوحدة الثانوية عين الحجل,28,2817,Ain El Hadjel,35.6623,3.89699,exact,dgpc_map,dgpc,"{""dgpc"":""237"",""dgpc_wilaya"":""28""}",UNITE SECONDAIRE,"CITE CH-BEN YETTOU, AIN EL HADJEL",035101416,035108405
28-007,وحدة القطاع برهوم,وحدة القطاع برهوم,28,2812,Berhoum,35.653702,5.03694,exact,dgpc_map,dgpc,"{""dgpc"":""240"",""dgpc_wilaya"":""28""}",UNITE DE SECTEUR,"CITE HOUARI BOUMEDIENE, BERHOUM",035399118,035399226
28-008,الوحدة الثانوية شلال,الوحدة الثانوية شلال,28,2809,Chellal,35.5093,4.38119,exact,dgpc_map,dgpc,"{""dgpc"":""606"",""dgpc_wilaya"":""28""}",UNITE SECONDAIRE,"CITE CH-BOUAZIZ DJELLOUL, CHELLAL",035427965/70,035427965
28-009,مركز إسعاف الطرقات أولاد منصور,مركز إسعاف الطرقات أولاد منصور,28,2828,Ouled Mansour,35.800499,4.43469,exact,dgpc_map,dgpc,"{""dgpc"":""651"",""dgpc_wilaya"":""28""}",POSTE DE SECOURS ROUTIER,"CENTRE VILLE LOUKMANE, OULED MENSOUR",/,/
28-010,الوحدة الثانوية المسيلة,الوحدة الثانوية المسيلة,28,2801,M'sila,35.714298,4.53469,exact,dgpc_map,dgpc,"{""dgpc"":""765"",""dgpc_wilaya"":""28""}",UNITE SECONDAIRE,"CITE 600LOGEMENTS CENTRE VILLE M'SILA, M'SILA",035345404,035345422
28-011,الوحدة الثانوية مقرة,الوحدة الثانوية مقرة,28,2811,Magra,35.609402,5.10435,exact,dgpc_map,dgpc,"{""dgpc"":""848"",""dgpc_wilaya"":""28""}",UNITE SECONDAIRE,"CITE 119LOGEMENTS, MAGRA",035121503/035121627,035121616
28-012,الوحدة الثانوية سيدي عيسى,الوحدة الثانوية سيدي عيسى,28,2816,Sidi Aissa,35.8666,3.78884,exact,dgpc_map,dgpc,"{""dgpc"":""850"",""dgpc_wilaya"":""28""}",UNITE SECONDAIRE,"CITE DU 05 JUILLET 1962, SIDI AISSA",035449904,035449904
28-013,الوحدة الثانوية المسيلة(تفتح قريبا),الوحدة الثانوية المسيلة(تفتح قريبا),28,2801,M'sila,35.739101,4.53034,exact,dgpc_map,dgpc,"{""dgpc"":""851"",""dgpc_wilaya"":""28""}",UNITE SECONDAIRE,"POLE URBAIN M'SILA, M'SILA",/,/
29-001,الوحدة الرئيسية معسكر,الوحدة الرئيسية معسكر,29,2901,Mascara,35.388199,0.129556,exact,dgpc_map,dgpc,"{""dgpc"":""59"",""dgpc_wilaya"":""29""}",UNITE PRINCIPALE,"CITE SONACOM, MASCARA",045729698,045729697
29-002,المركز المتقدم القواير_معسكر,المركز المتقدم القواير_معسكر,29,2901,Mascara,35.3843,0.146931,exact,dgpc_map,dgpc,"{""dgpc"":""60"",""dgpc_wilaya"":""29""}",POSTE AVANCE,"BASE DE VIE EL KOUAIR, MASCARA",045712990,045712991
29-003,الوحدة الثانوية تيغنيف,الوحدة الثانوية تيغنيف,29,2906,Tighennif,35.4077,0.333162,exact,dgpc_map,dgpc,"{""dgpc"":""61"",""dgpc_wilaya"":""29""}",UNITE SECONDAIRE,"CITE 316LOGEMENTS, TIGHENNIF",045983891,045983897
29-004,الوحدة الثانوية وادي الأبطال,الوحدة الثانوية وادي الأبطال,29,2910,Oued El Abtal,35.450901,0.680857,exact,dgpc_map,dgpc,"{""dgpc"":""62"",""dgpc_wilaya"":""29""}",UNITE SECONDAIRE,"ROUTE OULED BALI, OUED EL ABTAL",045887056,045887331
29-005,الوحدة الثانوية غريس,الوحدة الثانوية غريس,29,2912,Ghriss,35.2449,0.150937,exact,dgpc_map,dgpc,"{""dgpc"":""63"",""dgpc_wilaya"":""29""}",UNITE SECONDAIRE,"ROUTE DE CONTOURNEMENT, GHRISS",045738546,045738720
29-006,المركز المتقدم مهور محي الدين_معسكر,المركز المتقدم مهور محي الدين_معسكر,29,2901,Mascara,35.401299,0.138015,exact,dgpc_map,dgpc,"{""dgpc"":""64"",""dgpc_wilaya"":""29""}",POSTE AVANCE,"RUE MHOUR MAHIEDDINE, MASCARA",045741404,045721900
29-007,الوحدة الثانوية المحمدية,الوحدة الثانوية المحمدية,29,2931,Mohammadia,35.5933,0.06325,exact,dgpc_map,dgpc,"{""dgpc"":""65"",""dgpc_wilaya"":""29""}",UNITE SECONDAIRE,"RUE BEN HEBA MOHAMED, MOHAMMADIA",045940004,045940075
29-008,الوحدة الثانوية زهانة,الوحدة الثانوية زهانة,29,2930,Zahana,35.5145,-0.406924,exact,dgpc_map,dgpc,"{""dgpc"":""66"",""dgpc_wilaya"":""29""}",UNITE SECONDAIRE,"CITE DE LA GARE, ZAHANA",045641455,045641212
29-009,الوحدة الثانوية سيق,الوحدة الثانوية سيق,29,2926,Sig,35.532002,-0.206167,exact,dgpc_map,dgpc,"{""dgpc"":""67"",""dgpc_wilaya"":""29""}",UNITE SECONDAIRE,"ROUTE ORAN, SIG",045649519,045649516
29-010,الوحدة الثانوية بوحنيفية,الوحدة الثانوية بوحنيفية,29,2902,Bouhanifia,35.327702,-0.054744,exact,dgpc_map,dgpc,"{""dgpc"":""68"",""dgpc_wilaya"":""29""}",UNITE SECONDAIRE,"CITE BAB ZOUINA, BOUHANIFIA",045767211,045767222
29-011,مديرية الحماية المدنية معسكر,مديرية الحماية المدنية معسكر,29,2901,Mascara,35.3806,0.120928,exact,dgpc_map,dgpc,"{""dgpc"":""81"",""dgpc_wilaya"":""29""}",SIEGE DE DIRECTION WILAYA,"CITE KHESSIBIA, MASCARA",045736895,045736890
29-012,الوحدة الثانوية وادي تاغية,الوحدة الثانوية وادي تاغية,29,2922,Oued Taria,35.121101,0.0865,exact,dgpc_map,dgpc,"{""dgpc"":""511"",""dgpc_wilaya"":""29""}",UNITE SECONDAIRE,"RN06, OUED TAGHIA",045742577,045742578
29-013,مركز إسعاف الطرقات رأس عين عميروش,مركز إسعاف الطرقات رأس عين عميروش,29,2944,Ras El Ain Amirouche,35.5868,-0.210917,exact,dgpc_map,dgpc,"{""dgpc"":""512"",""dgpc_wilaya"":""29""}",POSTE DE SECOURS ROUTIER,"AUTOUROUTE EST/OUEST, RAS EL AIN AMIROUCHE",045649519,045649516
29-014,الوحدة الثانوية البرج,الوحدة الثانوية البرج,29,2917,El Bordj,35.520599,0.296417,exact,dgpc_map,dgpc,"{""dgpc"":""608"",""dgpc_wilaya"":""29""}",UNITE SECONDAIRE,"ROUTE SEDJRARA, EL BORDJ",045985185,045985184
29-015,المركز المتقدم حسين,المركز المتقدم حسين,29,2904,Hacine,35.469898,-0.012003,exact,dgpc_map,dgpc,"{""dgpc"":""609"",""dgpc_wilaya"":""29""}",POSTE AVANCE,"ROND-POINT RN06 ET RN17, HACINE",045700035,/
29-016,المركز المتقدم المحمدية,المركز المتقدم المحمدية,29,2931,Mohammadia,35.591202,0.067728,exact,dgpc_map,dgpc,"{""dgpc"":""652"",""dgpc_wilaya"":""29""}",POSTE AVANCE,"RUE LES FRERES HADJAL, MOHAMMADIA",045947417,045948202
29-017,المركز المتقدم زلامطة,المركز المتقدم زلامطة,29,2909,Zelamta,35.2869,0.473389,exact,dgpc_map,dgpc,"{""dgpc"":""653"",""dgpc_wilaya"":""29""}",POSTE AVANCE,"CENTRE VILLE ZELAMTA, ZELAMTA",045902615,045902663
29-018,المركز المتقدم عوف,المركز المتقدم عوف,29,2923,Aouf,35.0989,0.360346,exact,dgpc_map,dgpc,"{""dgpc"":""826"",""dgpc_wilaya"":""29""}",POSTE AVANCE,"CENTE VILLE AOUF, AOUF",045736253,045736252
29-019,المركز المتقدم عين فكان,المركز المتقدم عين فكان,29,2918,Ain Fekan,35.219002,-0.013089,exact,dgpc_map,dgpc,"{""dgpc"":""865"",""dgpc_wilaya"":""29""}",POSTE AVANCE,"CENTRE VILLE AIN FEKAN, AIN FEKAN",045726181,045726481
29-020,المركز المتقدم تيغنيف,المركز المتقدم تيغنيف,29,2906,Tighennif,35.418098,0.328714,exact,dgpc_map,dgpc,"{""dgpc"":""866"",""dgpc_wilaya"":""29""}",POSTE AVANCE,"CENTRE VILLE TIGHENNIF, TIGHENNIF",045971436,045971679
29-021,المركز المتقدم عين فارس,المركز المتقدم عين فارس,29,2924,Ain Fares,35.482899,0.24851,exact,dgpc_map,dgpc,"{""dgpc"":""869"",""dgpc_wilaya"":""29""}",POSTE AVANCE,"CENTRE VILLE AIN FARES, AIN FARES",045770104,045770106
30-001,الوحدة الثانوية البرمة,الوحدة الثانوية البرمة,30,3021,El Borma,31.592199,9.15528,exact,dgpc_map,dgpc,"{""dgpc"":""241"",""dgpc_wilaya"":""30""}",UNITE SECONDAIRE,"NOUVELLE CITE EL BORMA, EL BORMA",029753701,029753700
30-002,الوحدة الرئيسية ورقلة,الوحدة الرئيسية ورقلة,30,3001,Ouargla,31.9345,5.28904,exact,dgpc_map,dgpc,"{""dgpc"":""242"",""dgpc_wilaya"":""30""}",UNITE PRINCIPALE,"NOUVEAU POLE ADMINISTRATIF, OUARGLA",029600036,029600038
30-003,مديرية الحماية المدنية ورقلة,مديرية الحماية المدنية ورقلة,30,3001,Ouargla,31.937099,5.30405,exact,dgpc_map,dgpc,"{""dgpc"":""243"",""dgpc_wilaya"":""30""}",SIEGE DE DIRECTION WILAYA,"EN FACE L'HOPITAL D'HOPHTALMOLOGIQUE CUBAIN, OUARGLA",029714315/1530,029711776
30-004,الوحدة الثانوية عين البيضاء,الوحدة الثانوية عين البيضاء,30,3002,Ain Beida,31.9382,5.40106,exact,dgpc_map,dgpc,"{""dgpc"":""244"",""dgpc_wilaya"":""30""}",UNITE SECONDAIRE,"RN49, AIN BEIDA",029774821,029774821
30-006,الوحدة الثانوية حاسي مسعود,الوحدة الثانوية حاسي مسعود,30,3004,Hassi Messaoud,31.691,6.05678,exact,dgpc_map,dgpc,"{""dgpc"":""248"",""dgpc_wilaya"":""30""}",UNITE SECONDAIRE,"ZONE INDUSTRIELLE, HASSI MESSAOUD",029799002,029799009
30-007,المركز المتقدم القصر_ورقلة,المركز المتقدم القصر_ورقلة,30,3001,Ouargla,31.964899,5.32972,exact,dgpc_map,dgpc,"{""dgpc"":""501"",""dgpc_wilaya"":""30""}",POSTE AVANCE,"CITE EL KSAR, OUARGLA",029701451,029701451
30-008,المركز المتقدم بني ثور_ورقلة,المركز المتقدم بني ثور_ورقلة,30,3001,Ouargla,31.9496,5.34229,exact,dgpc_map,dgpc,"{""dgpc"":""502"",""dgpc_wilaya"":""30""}",POSTE AVANCE,"CITE BENI THOUR, OUARGLA",029706000,029706000
30-009,الوحدة الثانوية نقوسة,الوحدة الثانوية نقوسة,30,3003,N'goussa,32.131699,5.31054,exact,dgpc_map,dgpc,"{""dgpc"":""611"",""dgpc_wilaya"":""30""}",UNITE SECONDAIRE,"CITE LARBI BEN M'HIDI, N'GOUSSA",029724370,029724371
30-011,المركز المتقدم المخادمة_ورقلة,المركز المتقدم المخادمة_ورقلة,30,3001,Ouargla,31.9424,5.30888,exact,dgpc_map,dgpc,"{""dgpc"":""670"",""dgpc_wilaya"":""30""}",POSTE AVANCE,"CITE EL MEKHADEMAH, OUARGLA",029718585,029718585
30-012,وحدة القطاع حاسي بن عبد الله,وحدة القطاع حاسي بن عبد الله,30,3012,Hassi Ben Abdellah,32.022999,5.46758,exact,dgpc_map,dgpc,"{""dgpc"":""868"",""dgpc_wilaya"":""30""}",UNITE DE SECTEUR,"CENTRE VILLE HASSI BEN ABDELLAH, HASSI BEN ABDELLAH",029774018,029774018
30-013,المركز المتقدم الرويسات,المركز المتقدم الرويسات,30,3005,Rouissat,31.9202,5.34496,exact,dgpc_map,dgpc,"{""dgpc"":""870"",""dgpc_wilaya"":""30""}",POSTE AVANCE,"EN FACE DE LA ROUTE D'EVITEMENT SUD ROUISSAT, ROUISSAT",029727773,029727773
31-001,مديرية الحماية المدنية وهران,مديرية الحماية المدنية وهران,31,3101,Oran,35.671902,-0.627756,exact,dgpc_map,dgpc,"{""dgpc"":""27"",""dgpc_wilaya"":""31""}",SIEGE DE DIRECTION WILAYA,"AVENUE LES INVALIDES DE LA GUERRE DE LIBERATION RUE EMIR ABD EL KADER, ORAN",041511160,041511566
31-002,الوحدة الثانوية بطيوة,الوحدة الثانوية بطيوة,31,3107,Bethioua,35.805801,-0.273444,exact,dgpc_map,dgpc,"{""dgpc"":""671"",""dgpc_wilaya"":""31""}",UNITE SECONDAIRE,"ROUTE DU STADE BETHIOUA, BETHIOUA",041769567,041769567
31-003,الوحدة الثانوية أرزيو,الوحدة الثانوية أرزيو,31,3106,Arzew,35.846699,-0.317643,exact,dgpc_map,dgpc,"{""dgpc"":""672"",""dgpc_wilaya"":""31""}",UNITE SECONDAIRE,"AVENUE MOHAMED FERTAS, ARZEW",041779602,041779602
31-004,الوحدة الثانوية قديل,الوحدة الثانوية قديل,31,3102,Gdyel,35.775398,-0.435111,exact,dgpc_map,dgpc,"{""dgpc"":""673"",""dgpc_wilaya"":""31""}",UNITE SECONDAIRE,"RN11 ENTREE GDYEL, GDYEL",041681311,041681311
31-005,الوحدة الثانوية غين الترك,الوحدة الثانوية غين الترك,31,3109,Ain Turk,35.737598,-0.750772,exact,dgpc_map,dgpc,"{""dgpc"":""674"",""dgpc_wilaya"":""31""}",UNITE SECONDAIRE,"RUE DE L'A.L.N CITE COLONEL ABBES, AIN TURK",041445413,041445413
31-006,الوحدة الثانوية وادى تليلات,الوحدة الثانوية وادى تليلات,31,3111,Oued Tlelat,35.554298,-0.460611,exact,dgpc_map,dgpc,"{""dgpc"":""675"",""dgpc_wilaya"":""31""}",UNITE SECONDAIRE,"RN04 RUE EMIR ABDELKADER, OUED TLELAT",041187479,041187479
31-007,الوحدة الثانوية بوتليليس,الوحدة الثانوية بوتليليس,31,3124,Boutlelis,35.578098,-0.900694,exact,dgpc_map,dgpc,"{""dgpc"":""676"",""dgpc_wilaya"":""31""}",UNITE SECONDAIRE,"CW20 RUE DALA KRACHAIE MOHAMED, BOUTLELIS",041197144,041197144
31-008,الوحدة الثانوية بئر الجير,الوحدة الثانوية بئر الجير,31,3103,Bir El Djir,35.717499,-0.565056,exact,dgpc_map,dgpc,"{""dgpc"":""677"",""dgpc_wilaya"":""31""}",UNITE SECONDAIRE,"RN11, BIR EL DJIR",041715330,041715330
31-009,الوحدة الثانوية السانية,الوحدة الثانوية السانية,31,3105,Es Senia,35.645802,-0.610667,exact,dgpc_map,dgpc,"{""dgpc"":""678"",""dgpc_wilaya"":""31""}",UNITE SECONDAIRE,"CW24 ROUTE DE L'AEROPORT AHMED BEN BELLA, ES SENIA",0470002159,/
31-010,وحدة القطاع بوفتيس,وحدة القطاع بوفتيس,31,3120,Ben Freha,35.678501,-0.408167,exact,dgpc_map,dgpc,"{""dgpc"":""679"",""dgpc_wilaya"":""31""}",UNITE DE SECTEUR,"46 RUE EMIR ABDELKADER, BOUFATIS",041763134,041763134
31-011,وحدة القطاع مسرغين,وحدة القطاع مسرغين,31,3123,Messerghin,35.621101,-0.720083,exact,dgpc_map,dgpc,"{""dgpc"":""680"",""dgpc_wilaya"":""31""}",UNITE DE SECTEUR,"RUE EMIR ABDELKADER CITE ZABANA, MISSERGHIN",041192398,041192398
31-012,وحدة القطاع حاسي بونيف,وحدة القطاع حاسي بونيف,31,3104,Hassi Bounif,35.697701,-0.489861,exact,dgpc_map,dgpc,"{""dgpc"":""681"",""dgpc_wilaya"":""31""}",UNITE DE SECTEUR,"CW46 ENTREE ZONE INDUSTRIELLE HASSI AMER, HASSI BOUNIF",0470002155,/
31-013,وحدة القطاع طفراوي,وحدة القطاع طفراوي,31,3112,Tafraoui,35.488701,-0.520167,exact,dgpc_map,dgpc,"{""dgpc"":""682"",""dgpc_wilaya"":""31""}",UNITE DE SECTEUR,"CW35 ENTREE EST TAFRAOUI, TAFRAOUI",0470002158,/
31-014,وحدة القطاع مرسى الحجاج,وحدة القطاع مرسى الحجاج,31,3108,Marsat El Hadjadj,35.786999,-0.168917,exact,dgpc_map,dgpc,"{""dgpc"":""683"",""dgpc_wilaya"":""31""}",UNITE DE SECTEUR,"FERME RAHMOUNI, MERS EL HADJADJ",0470003097,/
31-015,وحدة القطاع بوصفر,وحدة القطاع بوصفر,31,3116,Bousfer,35.7024,-0.821,exact,dgpc_map,dgpc,"{""dgpc"":""684"",""dgpc_wilaya"":""31""}",UNITE DE SECTEUR,"RUE MOUDJAHID BELAHCENE MILOUD CITE OUADIT, BOUSFER",0470002156,/
31-016,المركز المتقدم بن قاسمية_وهران,المركز المتقدم بن قاسمية_وهران,31,3101,Oran,35.7234,-0.590722,exact,dgpc_map,dgpc,"{""dgpc"":""685"",""dgpc_wilaya"":""31""}",POSTE AVANCE,"RUE CH-HAMDI MOHAMED CITE COLONEL LOTFI, ORAN",041871551,041871889
31-017,الوحدة الرئيسية وهران_السانية,الوحدة الرئيسية وهران_السانية,31,3105,Es Senia,35.671398,-0.627634,exact,dgpc_map,dgpc,"{""dgpc"":""686"",""dgpc_wilaya"":""31""}",UNITE PRINCIPALE,"AVENUE DES INVALIDES DE LA GUERRE DE LIBERATION CTE EMIR ABDELKADER, ES SENIA",041511275,041511275
31-018,المركز المتقدم عين البيضاء_السانية,المركز المتقدم عين البيضاء_السانية,31,3105,Es Senia,35.641201,-0.6635,exact,dgpc_map,dgpc,"{""dgpc"":""687"",""dgpc_wilaya"":""31""}",POSTE AVANCE,"27 RUE MOUDJAHID SERAF MAAROUF AIN EL BIDHA, EL SENIA",041611100,041611100
31-019,المركز المتقدم تسورية بلعيد_وهران,المركز المتقدم تسورية بلعيد_وهران,31,3101,Oran,35.686798,-0.656333,exact,dgpc_map,dgpc,"{""dgpc"":""688"",""dgpc_wilaya"":""31""}",POSTE AVANCE,"RUE CHAKIB ARSLANE, ORAN",041245666,041245666
31-020,المركز المتقدم بئر الجير,المركز المتقدم بئر الجير,31,3103,Bir El Djir,35.742199,-0.535111,exact,dgpc_map,dgpc,"{""dgpc"":""689"",""dgpc_wilaya"":""31""}",POSTE AVANCE,"POLE URBAIN CITE BELKAID, BIR EL DJIR",041648168,041648169
31-021,المركز المتقدم ميناء وهران,المركز المتقدم ميناء وهران,31,3101,Oran,35.708599,-0.652556,exact,dgpc_map,dgpc,"{""dgpc"":""690"",""dgpc_wilaya"":""31""}",POSTE AVANCE,"RUE DU PORT QUAI BENI SAF-PORT D'ORAN, ORAN",041151327,041151327
31-022,المركز المتقدم مطار وهران_الكرمة,المركز المتقدم مطار وهران_الكرمة,31,3117,El Kerma,35.6203,-0.606639,exact,dgpc_map,dgpc,"{""dgpc"":""691"",""dgpc_wilaya"":""31""}",POSTE AVANCE,"AEROPORT INTERNATIONAL AHMED BEN BELLA, EL KARMA",041591032,/
31-023,الوحدة البحرية وهران,الوحدة البحرية وهران,31,3101,Oran,35.712898,-0.6555,exact,dgpc_map,dgpc,"{""dgpc"":""692"",""dgpc_wilaya"":""31""}",UNITE MARINE,"QUAI D'ALGER POISSONNERIE D'ORAN, ORAN",/,/
31-024,مركز إسعاف الطرقات المرسى الكبير01,مركز إسعاف الطرقات المرسى الكبير01,31,3115,Mers El Kebir,35.711899,-0.682361,exact,dgpc_map,dgpc,"{""dgpc"":""693"",""dgpc_wilaya"":""31""}",POSTE DE SECOURS ROUTIER,"ROUTE DE LA CORNICHE-RN02 SAINTE CLOTILDE ELTANF OUAHRANI, MERS EL KEBIR",/,/
31-025,مركز إسعاف الطرقات المرسى الكبير02,مركز إسعاف الطرقات المرسى الكبير02,31,3115,Mers El Kebir,35.7416,-0.70461,exact,dgpc_map,dgpc,"{""dgpc"":""694"",""dgpc_wilaya"":""31""}",POSTE DE SECOURS ROUTIER,"RN02 VIEUX ROCHET ELTANF OUAHRANI, MERS EL KEBIR",/,/
31-026,مركز إسعاف الطرقات العنصر,مركز إسعاف الطرقات العنصر,31,3110,El Ancor,35.707001,-0.883222,exact,dgpc_map,dgpc,"{""dgpc"":""695"",""dgpc_wilaya"":""31""}",POSTE DE SECOURS ROUTIER,"CW84 PLAGE LES ANDALOUSES, EL ANCOR",/,/
31-027,الوحدة الثانوية وهران,الوحدة الثانوية وهران,31,3101,Oran,35.694599,-0.644371,exact,dgpc_map,dgpc,"{""dgpc"":""696"",""dgpc_wilaya"":""31""}",UNITE SECONDAIRE,"62 RUE DES FRERES NIATI PLATEAU, ORAN",041413405,041402338
31-028,وحدة القطاع حاسي مفسوخ,وحدة القطاع حاسي مفسوخ,31,3121,Hassi Mefsoukh,35.800301,-0.367861,exact,dgpc_map,dgpc,"{""dgpc"":""791"",""dgpc_wilaya"":""31""}",UNITE DE SECTEUR,"RN11, HASSI MAFSOUKH",041787173,041787173
31-029,وحدة القطاع عين الكرمة(ليست في الخدمة),وحدة القطاع عين الكرمة(ليست في الخدمة),31,3110,El Ancor,35.6464,-0.979944,exact,dgpc_map,dgpc,"{""dgpc"":""792"",""dgpc_wilaya"":""31""}",UNITE DE SECTEUR,"CW20, AIN EL KERMA",/,/
