id,name,name_fr,type,type_label,abreviation,code,secteur,commune,wilaya_code,lat,lng,adresse,adresse_fr,telephone,fax,email,site_web,facebook,capacite,capacite_reelle,surface_m2,internat,capacite_internat,vocations,source
896,مركز التكوينالمهني و التمهينماوكلان,Centre de Formation Professionnelle et del'ApprentissageMAOKLANE,cfpa,مركز التكوين المهني والتمهين,CFPA MAOKLANESETIF,1916,public,ماوكلان,19,36.39593,5.07731,ماوكلان,APCMAOKLANE,036407124,036407123,cfpamaoklane660@gmail.com,,www.facebook.com/cfpamaoklane20230,250,118,24324,true,60,,takwin.dz (MFEP)
897,مركز التكوينالمهني و التمهينعين الكبيرة,Centre de FormationProfessionnelle et d'Apprentissage AIN ELKEBIRA,cfpa,مركز التكوين المهني والتمهين,CFPA AIN EL KEBIRASETIF,1903,public,العينالكبيرة,19,36.37191,5.497098,طريق الشرفة عينالكبيرة سطيف,Route Chorfa Ain ElKebira SETIF,039583834,,cfpaainelkebira.mfep@gmail.com,,www.facebook.com/CFPA-AinElKebira-SETIF,250,228,17300,true,10,,takwin.dz (MFEP)
898,مركز التكوين المهنيو التمهين بنيعزيز,Centre de Formation Professionnelle et de l'Apprentissage BENIAZIZ,cfpa,مركز التكوين المهني والتمهين,CFPA BENI AZIZSETIF,1909,public,بنيعزيز,19,36.458577,5.644912,شارع صالح رياش بنيعزيز,rue salah riache beniaziz,036768006,036768007,cfpabeniaziz.mfep@gmail.com,,www.facebook.com/cfpabeniaziz,250,181,15570,true,60,,takwin.dz (MFEP)
899,مركز التكوينالمهني و التمهينبابور,Centre de Formation Professionnelle et d'ApprentissageTouati Saadi Babor,cfpa,مركز التكوين المهني والتمهين,CFPA BABORSETIF,1910,public,بابور,19,,,حيبوالماء بابور,cite boulmababor,036590649,036590650,cfpababor2.mfep@gmail.com,,https://www.facebook.com/CFPABABOR,250,113,17771,true,60,البناءوالأشغالالعمومية,takwin.dz (MFEP)
900,مركز التكوينالمهني و التمهينعموشة,Centre de Formation Professionnelle et de l'ApprentissageAMOUCHA,cfpa,مركز التكوين المهني والتمهين,CFPA AMOUCHASETIF,1920,public,عموشة,19,36.37382,5.41343,شارع مداني عبدالحميد المنطقةالصناعية عموشة,ruemadani abdelhamid zone d'activite amocha,036716730,036716731,cfpaamoucha.mfep@gmail.com,,www.facebook.com/amouchacfpa,250,264,10000,true,40,,takwin.dz (MFEP)
901,مركز التكوينالمهني و التمهينبوعنداس,Centre de Formation Professionnelle et del'ApprentissageBOUANDAS,cfpa,مركز التكوين المهني والتمهين,CFPA BOUANDASSETIF,1921,public,بوعنداس,19,36.485752,5.110121,بلدية بوعنداس ولايةسطيف,COMMUNE BOUANDAS SETIF,036490035,036490034,cfpabouandas.mfep@gmail.com,,www.facebook.com/cfpa.bouandas.1,250,163,7400,true,32,,takwin.dz (MFEP)
902,مركز التكوين المهنيو التمهين بئر العرش,Centre de Formation Professionnelle et de l'Apprentissage BIR ELARCH,cfpa,مركز التكوين المهني والتمهين,CFPA BIR ELARCH SETIF,1905,public,بئرالعرش,19,36.129881,5.841821,حي 01نوفمبر 1954 بئر العرش,CITE 01 NOVEMBRE 1954 BIR EL ARCH,036360043,036360041,birelarchcfpa@gmail.com,,www.facebook.com/cfpa.birelarch,370,320,11035,true,60,,takwin.dz (MFEP)
903,مركز التكوينالمهني و التمهينذكور العلمة,Centre de FormationProfessionnelle et de l'Apprentissage GARCONS ELEULMA,cfpa,مركز التكوين المهني والتمهين,CFPA EL EULMA GARCONSETIF,1902,public,العلمة,19,36.154582,5.697644,12شارع حبيش عبدالعزيز العلمة,12RUE HABBICHEABDELAZIZ EL EULMA,036478099,036478100,cfpaeleulmag.mfep@gmail.com,,www.facebook.com/CfpaGarconsEleulma,250,625,23945,true,80,,takwin.dz (MFEP)
904,مركز التكوينالمهني و التمهينإناث العلمة,Centre de FormationProfessionnelle et de l'Apprentissage FEMININ ELEULMA,cfpa,مركز التكوين المهني والتمهين,CFPA FEMININ EL EULMASETIF,1908,public,العلمة,19,36.16112,5.68773,شارع الثورة العلمة,ruede la revolution el eulma,036766392,036766801,cfpaeleulmaf.mfep@gmail.com,,www.facebook.com/cfpaeleulmaf,250,286,23000,true,80,,takwin.dz (MFEP)
905,مركز التكوينالمهني و التمهينالعلمة 2,Centre de Formation Professionnelle et del'Apprentissage EL EULMA02,cfpa,مركز التكوين المهني والتمهين,CFPA EL EULMA 02SETIF,1918,public,العلمة,19,36.14614,5.69263,طريق باتنة العلمة,route debatna eleulma,036479744,036479743,cfpaeleulma2.mfep@gmail.com,,www.facebook.com/cfpaeleulma2,250,280,11775,true,36,,takwin.dz (MFEP)
906,مركز التكوينالمهني و التمهينجميلة,Centre de Formation Professionnelle et del'Apprentissage_DJEMILA,cfpa,مركز التكوين المهني والتمهين,CFPA DJEMILASETIF,1924,public,جميلة,19,36.31894,5.743297,حيبوسعادة جميلة,cite bousaadadjemila,036690535,036690534,cfpadjemila.mfep@gmail.com,,https://www.facebook.com/c.f.p.a19,250,118,16525,true,40,,takwin.dz (MFEP)
907,مركز التكوين المهني والتمهين بيضــاءبـرج,Centre de Formation Professionnelle et de l'Apprentissage BEIDHABORDJ,cfpa,مركز التكوين المهني والتمهين,CFPA BEIDHABORDJSETIF,1913,public,بيضاءبرج,19,35.891294,5.662256,شارع محمد بلحوتبلدية بيضاء برج,RUEMOHAMED BELHOUT BEIDA BORDJ,036709778,036709777,cfpabeidabordj.mfep@gmail.com,,www.facebook.com/CFPABeidaBordj,250,391,25014.1,true,60,,takwin.dz (MFEP)
908,مركز التكوينالمهني و التمهينبني ورثيلان,Centre de FormationProfessionnelle et de l'Apprentissage BENIOURTILANE,cfpa,مركز التكوين المهني والتمهين,CFPA BENI OURTILANESETIF,1915,public,بنيورتيلان,19,36.432495,4.877593,بني ورتيلان مركزولاية سطيف,Beni Ourtilane centre ( W)Setif,036493064,036493190,cfpabeniourtilane.mfep@gmail.com,,www.facebook.com/cfpa.beniourtilane.7,250,217,21188,true,40,,takwin.dz (MFEP)
909,مركز التكوينالمهني و التمهينسطيف 03,Centre de Formation Professionnelle et d'Apprentissage SETIF03,cfpa,مركز التكوين المهني والتمهين,CFPA SETIF 03SETIF,1925,public,سطيف,19,36.21381,5.44332,حيالهضاب سطيف,Cité elhidhabSETIF,036632003,036632004,cfpasetif3.mfep@gmail.com,,https://www.facebook.com/cfpaelhidhab.setif,300,543,21053,true,60,,takwin.dz (MFEP)
910,مركزالتكوين المهنيو التمهين حمامقرقور,Centre de Formation Professionnelle et d'ApprentissageHAMMAMGUERGOUR,cfpa,مركز التكوين المهني والتمهين,CFPA HAMMAM GUERGOURSETIF,1927,public,حمامقرقور,19,36.344983,5.032355,بلدية حمام قرقورسطيف,hammam guergour setif,036499129,036499130,cfpahammamguergour.mfep@gmail.com,,www.facebook.com/CFPAHGuergour,300,110,10100,true,45,,takwin.dz (MFEP)
911,مركز التكوينالمهني و التمهينحمام السخنة,Centre de FormationProfessionnelle et d'Apprentissage HAMMAMSOKHNA,cfpa,مركز التكوين المهني والتمهين,CFPA HAMMAM SOKHNASETIF,1926,public,حمامالسخنة,19,35.97589,5.81428,حي 19جوان 1965 حمامالسخنة,Cité 19 juin 1965 HammamSokhna,036778411,036778413,cfpahammamsokhna.mfep@gmail.com,,https://www.facebook.com/cfpa.h.sokhna,300,296,15000,false,60,,takwin.dz (MFEP)
912,مركز التكوينالمهني و التمهينعين طريق,Centre de Formation Professionnelle etd'Apprentissage AINTRICK,cfpa,مركز التكوين المهني والتمهين,CFPA AINTRICKSETIF,1928,public,سطيف,19,36.150885,5.439737,حيعين الطريق سطيف,cite aintrick setif,036530970,036530971,cfpaaintrick.mfep@gmail.com,,https://www.facebook.com/cfpaaintrik,300,333,17377,true,60,,takwin.dz (MFEP)
913,مركز التكوين المهنيوالتمهين أولادتبان,Centre de Formation profEssionnelle et d'apprentissage OULEDTEBBEN,cfpa,مركز التكوين المهني والتمهين,CFPA OULED TEBBENSETIF,1929,public,أولادتبان,19,,,حيالسياخة بلديةاولاد تبان,cité syakha ouledtebben,,,cfpaouledtebbane1929@gmail.com,,www.facebook.com/cfpaouledtebbane,300,104,20000,true,60,,takwin.dz (MFEP)
914,المركز الوطنيللتكوين و التعليمالمهنيين عن بعدالملحقة الجهويةسطيف,CENTRE NATIONAL DE L'ENSEIGNEMENT ET DE LA FORMATION PROFESSIONNELA DISTANCE - ANNEXE REGIONALE DE,annexe_cnfepd,ملحقة المركز الوطني للتكوين والتعليم المهنيين عن بعد,CNFEPDSETIF,CNFEPD19,public,سطيف,19,36.197029,5.41519,16شارع نفير عزوز,16RUE NAFFIRAZOUZ - SETIF,036828797,036828796,cnfepd.setifd@gmail.com,www.cnfepd.edu.dz,https://www.facebook.com/profile.php?id=100095182761317,25,2026,514,false,,,takwin.dz (MFEP)
915,مؤسسة النورللتكوين والمعلوماتية,Etablissement Al-Nour deFormation etd'Informatique,prive,مؤسسة خاصة معتمدة,EPFEP NOURHANE EL EULMASETIF,P4C4W,prive,العلمة,19,36.15209,5.69524,177شارع عبد العزيزخالد - العلمة -,RUE177 ABDELAZIZ KHALED-EL EULMA -SETIF,036778275,036778275,ecolenoureulma@gmail.com,,www.facebook.com/ecole.nourhane,120,54,340,false,120,مساعدالوسائطالمعلوماتية ( مستوى04 ) و تكوينتأهيلي; المعلوماتية: قاعدة المعطيات (المستوى 05 ); المعلوماتية:صيانة الأنظمةالمعلوماتية (المستوى 05 ); عونالعبور و الجمركة (المستوى 04 ); سكرتارية (المستوى 03 ) و تكوينتأهيلي; بنوك (المستوى 03 ),takwin.dz (MFEP)
916,مؤسسة الجماللحلاقة النساء والتجميل,ElDjamel,prive,مؤسسة خاصة معتمدة,EPFEP EL DJAMELSETIF,PDPKW,prive,سطيف,19,36.19876,5.41106,تعاضدية بوطالب 19الطابق الأرضي مدخل 04الجهة اليسرى رقم 04قسم 143,COOPERATIVE BOUTALEB 19 RDC ENTREE 04 COTE GAUCHE N° 04 LOT143,036513400,036619223,ecoleldjamel7@gmail.com,,www.facebook.com/EtablissementElDjamel,20,13,258,false,,الصناعاتالتقليدية ذاتالمصلحة; صناعةالألبسة; حلاقةالنساء; التجميل; الخياطة الجاهزة,takwin.dz (MFEP)
917,مؤسسةالتكنولوجياالتطبيقية,Etablissement de TechnologieAppliquée,prive,مؤسسة خاصة معتمدة,EPFEP ETASETIF,PAZWD,prive,سطيف,19,36.19005,5.39818,تعاونية البركة رقم 6سطيف,cooperative el baraka n 6setif,036743108,036743108,eta.formation@gmail.com,www.etadz.com,https://www.facebook.com/ecole.eta.formation,30,,231.5,false,,تركيبالاسلاكالكهربائية; عونالوقاية hse; اصلاحالهواتفالنقالة; تركيبالطاقةالشمسية; سكانيرتشخيص اعطالالسيارات; التكييف والتبريد; تركيبكاميرات المراقبة والانذار; كهرباءصناعية,takwin.dz (MFEP)
918,مؤسسسة التكوينالمتعددة التقنياتفي الاعلام الالي الفجر-,Etablissement de Formation Polytechnique -ElFadjer,prive,مؤسسة خاصة معتمدة,EPFEP EL FADJR AIN AZELSETIF,PPHDW,prive,عينأزال,19,35.819495,5.394973,حي 20 مسكن عين ازالسطيف,CITE 20 LOGTS AIN AZELSETIF,036554607,036554607,ecole.elfadjer@gmail.com,,www.facebook.com/ECOLEELFADJER,40,25,99,false,,الإعلامالآلي; محاسبة; كهرباءصناعية; فوطوشوب; فندقة,takwin.dz (MFEP)
919,مؤسسة إتقان لمهنالمستقبل,Mouassassat ITQUAN LimihanElmoustakbel,prive,مؤسسة خاصة معتمدة,EPFEP I L ESETIF,PNSIM,prive,سطيف,19,36.210458,5.437281,31 شارع كبور صالححي الهضاب سطيف,RUE 31 KEBOURSALEH CITE EL HIDHAB SETIF,036549870,,itqansetif@gmail.com,,www.facebook.com/itqansetif,129,,662,false,,ELE; MES; TAG; HRT; AGR; AIG; CIP; TAV; IAA; MEE; INT,takwin.dz (MFEP)
920,مؤسسة المناجمنتوإدارةالمؤسسات,Etablissement de Management etd'Administration d'Entreprise,prive,مؤسسة خاصة معتمدة,EPFEP EMAESETIF,PPHNM,prive,سطيف,19,36.191204,5.409005,مركز الأعمال باركمول,Business Center Park Mall « 9eme Etage » / « 17emeEtage »,0560999632,,contactsemae@gmail.com,,www.facebook.com/EMAESETIF,40,,294,false,,الفنون والصناعات المطبعية; البناء و الاشغالالعمومية; الكيمياءالصناعية والبلاستيك; الانشاءاتالمعدنية; الانشاءات الميكانيكية والصناعةالحديدية; الكهرباء; الالكترونيكالطاقوية; الفندقة; الاطعام والسياحة; صناعةالاغذيةالزراعية; اعلامالي; الرقمنة; الاتصالات; ميكانيكالمحركات والاليات; تقنياتالادارة والتسيير,takwin.dz (MFEP)
921,جينيراسيونسكول,GENERATIONSCHOOL,prive,مؤسسة خاصة معتمدة,EPFEP G S - SETIF,PL4CK,prive,العلمة,19,36.16207,5.69417,شارعالبار بن قانة حي492العلمة,rue el bar bengana cité 492 ElEulma,036465867,036465867,generationschool19@gmail.com,,,80,,266,false,,محاسبة و تسيير (المستوى 5 ); محاسبة (المستوى 04; أمانةمكتبية ( المستوى 04 ); مشغل فيالمعلوماتية (المستوى 04),takwin.dz (MFEP)
922,"الشركة ذاتالشخص الوحيد و ذاتالمسؤوليةالمحدودة ""رويسيناتوركينق"" فيالتقنيات الإداريةو التسيير و",EURL RWISSI Networking dans lestechniques de gestion et d'administration et dansl'informatique,prive,مؤسسة خاصة معتمدة,EPFEP RWISSIEULMA,PNYLZ,prive,العلمة,19,36.15852,5.70111,تعاضدية صدام14االعلمة,"coopérative immob Sadam, El Eulma,N°14",036777401,036777400,rwissi@gmail.com,WWW.RWISSI.COM,www.facebook.com/RWISSINetworking,24,,206,false,,إدارةواًمن شبكاتالإعلامالآلي; قاعدةالمعطيات; الشبكاتو الأنظمةالمعلوماتية; مطورالوابوالوسائطالإعلامية; برمجة; إعلام أليتسيير; محاسبة; الشراء و التموين; محا سبةوتسيير; تسييرالمخزونات; تسويق; تسييو المواردالبشرية; المحاسبة والمالية,takwin.dz (MFEP)
923,مؤسسة التاجالازرق,Etablissement ELTADJ ELAZRAK,prive,مؤسسة خاصة معتمدة,EPFEP T ASETIF,PRVHE,prive,سطيف,19,36.18335,5.3997,حي مقام الشهيد قطعة 59بلدية سطيف,cité mémoriale lot N 59SETIF,036626686,,eltadjelazrak@gmail.com,,www.facebook.com/CrownSetif,90,128,426.61,false,,صناعةالحلويات الغربية 'مستوى 2; الاطعام /خيار: الطبخالتقليدي ' مستوى2; الفندقة/ خيار :تسيير و ادارةالفنادق ' مستوى5; السياحة / خيار :وكالة الاسفار 'مستوى 5; مساعد تقتيمتحصص في المكتبات ؛التوثيق و الارشيف 'مستوى 2; عون ادراجالمعلومات ' مستوى2; صانع البيتزا 'تاهيل مهني; صناعةالحلويات الغربية 'تاهيل مهني; صناعةالحلوياتالتقليدية ' تاهيلمهني; خدمة القاعات 'تاهيل مهني; جمعرسوم المرور ' تاهيلمهني; معالجة النصوص' تاهيل مهني; تلقينالاعلام الالي 'تاهيل مهني; انشاء وصيانة شبكة محلية 'تاهيلمهني,takwin.dz (MFEP)
924,مدرسة الأملسكول,amelschool,prive,مؤسسة خاصة معتمدة,EPFEP A S,PWNXT,prive,العلمة,19,,,,,,,,,,,,,false,,,takwin.dz (MFEP)
925,المؤسسة الخاصةللتكوين المهنيالمعتمدة من وزارةالتكوين و التعليمالمهنيين خوارزميتي سي,Khawarizmi t c,prive,مؤسسة خاصة معتمدة,EPFEP KHAWARIZMI TC SETIF,PE7TQ,prive,سطيف,19,36.18963,5.39823,تعاوينة البركة حيالسعيد بوخريصة 07 حصصرقم 03 المعبودةسطيف,Coop El baraka 07 lots n°3 Rue Said BoukhrissaSétif,0663593413,,khawarizmitc@gmail.com,,facebook.com/100083230327318/?dl_redirect=1,100,40,352.5,false,,الفندفة خيار خدماتفندقية; السياحةخيار وكالةأسفار; أمينمخزن; الأمانة; محاسبة; تركيب الألواحالشمية الضوئية والحرارية; تلقينالأنفوغرافيامستوى1و2; تلقينالإعلامالآلي; إنشاء مواقعالواب الثابت والمتنقل; الفوتوشوب; عون الوقاية والأمن; تركيبالأسلاكالكهربائية,takwin.dz (MFEP)
926,المدرسة الخاصةلإعلام الآليوالتقنياتالمتقدمة(ايبيتا),Ecole privée d'informatique et techniquesavancées (EPITA),prive,مؤسسة خاصة معتمدة,EPFEP EPITASETIF,PPBCT,prive,سطيف,19,36.19324,5.42335,شارع عوري الدراجي حيعين بوعروة سطيف,rueaouri derradji cite ain bouarouasetif,044776218,044776218,epitaschool@gmail.com,,www.facebook.com/epitaschool,100,47,350,false,,اعلام آليعون مبرمج; اعلامآلي صيانة; اعلامآلي تسيير; اعلامآلي ادارة قاعدةالمعطيات; اعلام آليمطور الويبوالاعلام المتعددوالوسائط; مشغلمعلوماتية; مساعد فيالمعلوماتية; مساعدمحاسب; محاسب; محاسبة ومالية; سيكريتارية; بنوك; تأمينات; تسويق; سياحة - وكالة سياحية,takwin.dz (MFEP)
927,المؤسسة الخاصةللتكوين المهني ايان سي جي,INCG,prive,مؤسسة خاصة معتمدة,EPFEP INCGSETIF,P6Z1J,prive,سطيف,19,36.20504,5.42999,حي الهضاب CAP مركزالمتعدد الخدماتقطعة 03/06 الطابقالسادس رقمي FL1. FL3 سطيف,cité el hidhab cap rais tower lot 06/03 6éme etage n fl3 fl1 setif,0560076565,,incg.dz@gmail.com,www.incgdz.com,https://www.facebook.com/INCGDZ,40,45,450,false,,Comptabilité et gestion TAG0714; Comptabilité et finance TAG1207; Commerceinternational TAG0711; InformaTique/Option : Développeur Web et multimédiaINT1601; Informatique /Option : Développeur d’applications multi plateformesINT1706,takwin.dz (MFEP)
928,وركينق قروب,Workinggroup,prive,مؤسسة خاصة معتمدة,EPFEP W G ELEULMA,PGIQI,prive,العلمة,19,36.1553,5.69349,19شارع طالي عمار العلمة-,19 rue Tali Ammar ElEulma,036483420,036483420,workinginstitut@gmail.com,,www.facebook.com/Working-School,80,,260,false,,,takwin.dz (MFEP)
929,المؤسسة الخاصةللتكوين المهنيمهارات الحياة,Etablissementprivé de formation professionelle Maharat ElHayat,prive,مؤسسة خاصة معتمدة,EPFEP M HSETIF,PHBD0,prive,سطيف,19,36.20427,5.44307,154نهج العايب علاوة حيحشمي قسم 128 ومجموعةملكية رقم 64,CITE HACHEMI 154 RUE LAIB ALLAOUASETION 128 GROUPE N64,036521518,036521518,lsi.formationsetif@gmail.com,,https://www.facebook.com/profile.php?id=100085472902487&mibextid=ZbWKwL,50,7,302,false,,تلقينالانفوغرافيامستوى 1 و 2; تسييرالمواردالبشرية; اعلام الي:البرمجة; سياحة:خيار وكالة سياحية; الفندقة; بنوك; تأمينات; الامانةالمكتبية; مساعدالوسائطالاعلامية; التسويق; امانةالمديرية; عون ادراجالمعلومات; معالجةالنصوص; انشاء مواقعالواب; تلقينالاعلامالالي,takwin.dz (MFEP)
930,التميز للإدارة والسلامة,l’excellence pour le management et lasécurité,prive,مؤسسة خاصة معتمدة,EPFEP E M SSETIF,PYKFW,prive,سطيف,19,36.20362,5.4303,157حي حشمي الشطرالاول-سطيف-,cité hashmi. 1ere tranchelot 157 -setif-,036527557,,eems.direction@gmail.com,http//www.excellencems.dz/,www.facebook.com/EEMS.SETIF,50,6,600,false,,"مساعدةحضانة; مربيةالطفولة الاولي; تجاري(تجارة); المحاسبة والتسيير; تسييرالمواردالبشرية; المحاسبة; أمين مخزن; التأمينات; مستشارالبيع; مساعدالوسائط الاعلامية; اعلام ألي خيارالبرمجة; مستغلالمعلوماتية; عاملفيالميكرومعلوماتية; اعلام الي التسير; خيار اعلامالي:الواب والوسائطالاعلامية; عونالوقاية و الامن; تلقين الاعلام Word,Excel,Powrepoint; انشاء مواقع الوابالثابت والمتنقل; الناشرpublisher; أكساسAccess; فوتوشوبphotoshop; مساعدةالكهربائيالمعماري; تركيبالاسلاكالكهربائية",takwin.dz (MFEP)
931,المدرسة الكبرىللاعلام الآلي,La Grandeécoled'informatique,prive,مؤسسة خاصة معتمدة,EPFEP G EI,PSOPJ,prive,سطيف,19,,,,,,,,,,,,,false,,,takwin.dz (MFEP)
932,مؤسسة خاصةللتكوين المهنيالتألق,E A F PETTAALOUK,prive,مؤسسة خاصة معتمدة,EPFEP Bright SchoolSETIF,PRYTJ,prive,سطيف,19,36.20685,5.43519,حيالهضاب، تجزئة 1،قطعة رقم 129، سطيف,"lotN°129، lotissement el hidhab, 1ère tranche, Setif19000",0553922700,,contact@brights.com,www.brights.com,https://www.facebook.com/bright.school.setif/,40,24,550,false,,عامل فيالميكرومعلوماتية; تلقينالانفوغرافيا 1 و 2،تلقين الاعلامالالي، انشاء مواقعالواب الثابتوالمتنقل،; اكساس،معالجة النصوص،فوتوشوب; الفنونوالصناعةالمطبعية، اعلامالي، الرقمنة،الاتصالات،الصناعات النفطية،تقنيات; الإدارةوالتسيير,takwin.dz (MFEP)
933,مؤسسة خاصةللتكوين المهني رفاللسمعي البصري,Etablissementprivé de formation professionnelle Rafa AudioVisuel,prive,مؤسسة خاصة معتمدة,EPFEP RAAFASETIF,PFBWV,prive,سطيف,19,36.197478,5.395307,شارع تريش عمار 52 تجزئةرقم 04 القصريةسطيف,Lotisement 52 N04 Gasriasetif,030759014,,rafa.audiovisual.vt@gmail.com,,https://web.facebook.com/profile.php?id=61555879072532,50,,314.68,false,,صناعةالحلويات الغربية; صناعة الحلوياتالشرقية; صناعةالحلوياتالتقليدية; صنعأنواع مختلفة منالخبز ( الخبز العادي، الريفي ، السميد والخبز الكامل ); صنعمعجنات ، البريوش والكرواسان; صنعالحلويات; الأيسكريم ومثلجات; الشوكولاطة; تلقين الإعلامالالي ( وورد ، إيكسال، باوربوينت ); الالي /معلومات الباري; إنشاء مواقع الوابالثابت و المتنقل; إنشاء و صيانة شبكةمحلية; الناشر; أكساس; معالجةالنصوص; تلقينالصورة; فوتوشوب,takwin.dz (MFEP)
934,وصال اكاديمي,WISSALACADEMY,prive,مؤسسة خاصة معتمدة,EPFEP W ASETIF,PXVUU,prive,سطيف,19,36.188414,5.442961,القطاع 270. المجموعة 06،التعاون العقاري،المَساء، سطيف 19000,"Sect 270.Groupe 06, Coopérative immobiliere, El Massaa, Sétif19000",0770327021,,contact@wissalacademy.com,,,25,,250,false,,INT; TAG,takwin.dz (MFEP)
935,آل سي إي قروب,LCIGROUP,prive,مؤسسة خاصة معتمدة,EPFEP LCI GSETIF,PONNT,prive,سطيف,19,,,مركز الأعمال باركمول - الطابق الثامن سطيف,Business center park mall - 8eme étage setif,036814295,036814295,administration@lcigroup.dz,www.lcigroup.dz,https://www.facebook.com/lcigroup.dz,70,16,375.4,false,,الكهرباء الإلكترونيكطاقويةELE; الفندقةالإطعام والسياحةHRT; إعلامالي_الرقمنة_الإتصالاتINT; تقنيات الإدراةو التسيير TAG; تقنياتالسمعي البصريTAV,takwin.dz (MFEP)
936,أفاق الاستدامةللتكوين,Afak elistidamalitakwin,prive,مؤسسة خاصة معتمدة,EPFEP A E L EL EULMASETIF,POHHD,prive,العلمة,19,36.160145,5.659348,حي السارق قسم 03 مجموعةملكية 485 العلمة,"Quartier duSarek, Section 03, Groupe de propriété 485, ELEULMA",0658335232,,afak2d.19@gmail.com,,https://www.facebook.com/profile.php?id=61570955370301,50,,250,false,,MEE; TAG; INT; CIP; TAV; AGR; AIG; HRT; IAA,takwin.dz (MFEP)
937,المؤسسة الخاصةللتكوين و تطويرالمهارات,,prive,مؤسسة خاصة معتمدة,,19601,prive,سطيف,19,36.204764,5.448689,رقم 122 - 123 عمارة 06 - حي 200مسكن - الهضاب سطيف,N 122 - 123 batiment 06 cité 200 logement - el hidhab setif,0555256511,036616767,bclevercenter@gmail.com,,,10,5,163,false,,AGR; AIG; CIP; INT; MEE; TAG; TAV,takwin.dz (MFEP)
938,أد هوكأنستيتيوت,AD HOCINSTITUTE,prive,مؤسسة خاصة معتمدة,E P AD HOCINSTITUTE,19621,prive,سطيف,19,36.185549,5.404863,شارع كتفي علاوة حيالمجاهدين رقم 02,02 RUE ketfialouia cité moujahidin,0561670192,,fp@adhocinstitute.com,,,10,,350,false,,AIG; CIP; INT; MEE; TAG; TAV,takwin.dz (MFEP)
939,المؤسسة الخاصةللتكوين المهنيسلطانة كسايسكول,SOLTANA KESAISCHOOL,prive,مؤسسة خاصة معتمدة,E CSOLTANA KESAISCHOOL,19622,prive,سطيف,19,36.206277,5.431764,حيالهضاب 30 مسكن تساهميعمارة 01 قسم 63 مجموعةملكية 01 الطابقالسفلي - سطيف,Cité el hidhab 30logement LPA B 01 - S 63 - proprieté 01 SETIF,0664988631,,soltana19school@gmail.com,,https://www.facebook.com/profile.php?id=61584497619126&mibextid=ZbWKwL,30,,175.37,false,,MES; INT; HRT,takwin.dz (MFEP)
940,المؤسسة الخاصةللتكوين المهنيايليا فورماسيون,ELEAFORMATION,prive,مؤسسة خاصة معتمدة,,19623,prive,سطيف,19,,,حي 01 نوفمبر 54 بوعروة سطيف,Cité 01 Novembre 54 Bouaroua Sétif,,,,,,,,,false,,,takwin.dz (MFEP)
941,المؤسسة الخاصةللتكوين المهنيسرين سكول,SIRINESCHOOL,prive,مؤسسة خاصة معتمدة,EPFEP SIRINESCHOOL,19624,prive,العلمة,19,36.15556,5.690018,شارع جيش التحريرالوطني رقم 27 العلمةسطيف,Rue ALN N 27 EULMASETIF,0549716248,,sirineacademy@gmail.com,,,80,,450,false,,تلقين في الإعلامالالي; إنشاء وصيانة شبكة محلية; إنشاء مواقع الوابالثابت والمتنقل; أكساس; الناشر; معالجةالنصوص,takwin.dz (MFEP)
942,مديرية التكوينو التعليم المهنيينسعيدة,DFEPSAIDA,dfep,مديرية التكوين والتعليم المهنيين,DFEPSAIDA,2000,public,سعيدة,20,34.851486,0.163519,حي البدر الجديد 128 سكنسعيدة,cite el badr jadid 128 logsaida,048429991,048429951,dfepsaidaat@mfep.gov.dz,,https://www.facebook.com/dfep20,,,1079,false,,,takwin.dz (MFEP)
943,المعهدالوطنيالمتخصص في التكوينالمهني سعيدة,Institut NationalSpécialisé de la Formation ProfessionnelleSAIDA,insfp,معهد وطني متخصص في التكوين المهني,INSFP -BADRSAIDA,2005,public,سعيدة,20,,,حيالبدر سعيدة,cite el badrsaida,048380161,048380687,insfpbadrsaida20@gmail.com,,INSFPBADRSAIDA,450,739,7222,true,120,تطويرالنشاطات الغدائيةو الرعوية,takwin.dz (MFEP)
944,المعهد الوطنيالمتخصص في التكوينالمهني الرباحية,Institut National Spécialisé de la Formation ProfessionnelleREBAHIA,insfp,معهد وطني متخصص في التكوين المهني,INSFP REBAHIASAIDA,2012,public,أولادخالد,20,34.883466,0.15341,الطريق الوطني رقم 06بلدية أولاد خالدسعيدة,route nationnal n°6 commune ouled khaledsaida,048420133,048420133,insfprebahia@gmail.com,,https://www.facebook.com/InsfpRebahia,300,273,39000,true,120,تطويرالنشاطات الغذائية,takwin.dz (MFEP)
945,مركز التكوينالمهني و التمهينسيدي قاسم,Centre de Formation Professionnelle etde l'Apprentissage SIDIGACEM,cfpa,مركز التكوين المهني والتمهين,CFPA SIDI GACEM SAIDA,2007,public,سعيدة,20,,,حيسيدي قاسم سعيدة,citesidi gacem saida,048438300,048438368,cfpadjabercheikh@gmail.com,,https://www.facebook.com/djabercheikh.cfpa.5,250,541,5600,false,,,takwin.dz (MFEP)
