id,name,name_fr,name_ar,wilaya_code,commune_code,commune,lat,lng,geo_precision,geo_method,source,refs,cycle,cycle_label_fr,cycle_label_ar,kind,kind_label_fr,kind_label_ar,isced_levels,sector,address
19-00195,مدرسة البشير الإبراهيمي,,مدرسة البشير الإبراهيمي,19,1908,Bir-El-Arch,36.129715,5.83831,approximate,osm_centroid,osm,"{""osm"":""way/1377745430""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,
19-00196,مدرسة المجاهد جلول الطيب,,مدرسة المجاهد جلول الطيب,19,1908,Bir-El-Arch,36.138456,5.845539,approximate,osm_centroid,osm,"{""osm"":""way/1377754540""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,
19-00197,مدرسة الشهيد نيمور محمد,,مدرسة الشهيد نيمور محمد,19,1944,Beni Fouda,36.27963,5.571898,approximate,osm_centroid,osm,"{""osm"":""way/1378007275""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,
19-00198,Haichour Ali School,Haichour Ali School,,19,1944,Beni Fouda,36.28841,5.543107,approximate,osm_centroid,osm,"{""osm"":""way/1378012137""}",autre,École (cycle non précisé),مدرسة (المستوى غير محدّد),regular,École ordinaire,مدرسة عادية,,,
19-00199,إبتدائية معيزة رشيد,,إبتدائية معيزة رشيد,19,1902,Ain El Kebira,36.297252,5.507112,approximate,osm_centroid,osm,"{""osm"":""way/1378014175""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,
19-00200,Ecole Madi Zaidi,Ecole Madi Zaidi,,19,1902,Ain El Kebira,36.30664,5.48686,approximate,osm_centroid,osm,"{""osm"":""way/1378014841""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,
19-00201,,,,19,1927,Amoucha,36.339833,5.429438,approximate,osm_centroid,osm,"{""osm"":""way/1378062751""}",autre,École (cycle non précisé),مدرسة (المستوى غير محدّد),regular,École ordinaire,مدرسة عادية,,,
19-00202,,,,19,1902,Ain El Kebira,36.337784,5.445484,approximate,osm_centroid,osm,"{""osm"":""way/1378062755""}",autre,École (cycle non précisé),مدرسة (المستوى غير محدّد),regular,École ordinaire,مدرسة عادية,,,
19-00203,متوسطة احمد شرفاوي,,متوسطة احمد شرفاوي,19,1927,Amoucha,36.338351,5.442526,approximate,osm_centroid,osm,"{""osm"":""way/1378062760""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,,,
19-00204,,,,19,1902,Ain El Kebira,36.342871,5.454179,approximate,osm_centroid,osm,"{""osm"":""way/1378062764""}",autre,École (cycle non précisé),مدرسة (المستوى غير محدّد),regular,École ordinaire,مدرسة عادية,,,
19-00205,ابتدائية كراش لخضر,,ابتدائية كراش لخضر,19,1937,El Ouricia,36.286037,5.404306,approximate,osm_centroid,osm,"{""osm"":""way/1378304076""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,
19-00206,,,,19,1937,El Ouricia,36.248006,5.4311,approximate,osm_centroid,osm,"{""osm"":""way/1379050330""}",autre,École (cycle non précisé),مدرسة (المستوى غير محدّد),regular,École ordinaire,مدرسة عادية,,,
19-00207,,,,19,1901,Setif,36.176709,5.384777,approximate,osm_centroid,osm,"{""osm"":""way/1379125410""}",autre,École (cycle non précisé),مدرسة (المستوى غير محدّد),regular,École ordinaire,مدرسة عادية,,,
19-00208,Ecole primaire Assilah Ammar:إبتدائية عسيلة عمار,Ecole primaire Assilah Ammar,Ecole primaire Assilah Ammar:إبتدائية عسيلة عمار,19,1901,Setif,36.173258,5.392707,approximate,osm_centroid,osm,"{""osm"":""way/1383742393""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,2,,
19-00209,ابتدائية بوبريمة مسعود,,ابتدائية بوبريمة مسعود,19,1901,Setif,36.147655,5.444513,approximate,osm_centroid,osm,"{""osm"":""way/1383776065""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,1,,
19-00210,مدرسة ابتدائية خمال العياشي,,مدرسة ابتدائية خمال العياشي,19,1926,Ain Arnat,36.181904,5.310641,approximate,osm_centroid,osm,"{""osm"":""way/1384076042""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,
19-00211,ابتدائية فلاحي,,ابتدائية فلاحي,19,1926,Ain Arnat,36.190815,5.319317,approximate,osm_centroid,osm,"{""osm"":""way/1384282557""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,1,,
19-00212,,,,19,1926,Ain Arnat,36.192497,5.321759,approximate,osm_centroid,osm,"{""osm"":""way/1384300269""}",autre,École (cycle non précisé),مدرسة (المستوى غير محدّد),regular,École ordinaire,مدرسة عادية,,,
19-00213,,,,19,1926,Ain Arnat,36.194604,5.324246,approximate,osm_centroid,osm,"{""osm"":""way/1384365968""}",autre,École (cycle non précisé),مدرسة (المستوى غير محدّد),regular,École ordinaire,مدرسة عادية,,,
19-00214,,,,19,1926,Ain Arnat,36.192977,5.328181,approximate,osm_centroid,osm,"{""osm"":""way/1384365972""}",prescolaire,Préscolaire / maternelle,روضة / تعليم تحضيري,regular,École ordinaire,مدرسة عادية,0,,
19-00215,Guergour Mokhtar Primary School,Guergour Mokhtar Primary School,,19,1926,Ain Arnat,36.175106,5.339259,approximate,osm_centroid,osm,"{""osm"":""way/1384679946""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,
19-00216,ابتدائية الشهيد طاهر ذويبي,,ابتدائية الشهيد طاهر ذويبي,19,1956,Guelta Zerka,36.186434,5.68093,approximate,osm_centroid,osm,"{""osm"":""way/1388468279""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,
19-00217,مدرسة قردان عمر,,مدرسة قردان عمر,19,1920,El Eulma,36.168862,5.665115,approximate,osm_centroid,osm,"{""osm"":""way/1388559980""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,
19-00218,إبتدائية نايلي عبد الحفيظ,,إبتدائية نايلي عبد الحفيظ,19,1920,El Eulma,36.171277,5.657655,approximate,osm_centroid,osm,"{""osm"":""way/1388740156""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,
19-00219,,,,19,1920,El Eulma,36.138356,5.666327,approximate,osm_centroid,osm,"{""osm"":""way/1389528824""}",autre,École (cycle non précisé),مدرسة (المستوى غير محدّد),regular,École ordinaire,مدرسة عادية,,,
19-00220,,,,19,1931,Bazer-Sakra,36.109358,5.676069,approximate,osm_centroid,osm,"{""osm"":""way/1389558668""}",autre,École (cycle non précisé),مدرسة (المستوى غير محدّد),regular,École ordinaire,مدرسة عادية,,,
19-00221,,,,19,1931,Bazer-Sakra,36.119389,5.710477,approximate,osm_centroid,osm,"{""osm"":""way/1389560018""}",autre,École (cycle non précisé),مدرسة (المستوى غير محدّد),regular,École ordinaire,مدرسة عادية,,,
19-00222,,,,19,1931,Bazer-Sakra,36.116126,5.710434,approximate,osm_centroid,osm,"{""osm"":""way/1389560019""}",autre,École (cycle non précisé),مدرسة (المستوى غير محدّد),regular,École ordinaire,مدرسة عادية,,,
19-00223,,,,19,1931,Bazer-Sakra,36.115524,5.710218,approximate,osm_centroid,osm,"{""osm"":""way/1389560020""}",autre,École (cycle non précisé),مدرسة (المستوى غير محدّد),regular,École ordinaire,مدرسة عادية,,,
19-00224,ابتدائية محمد البتش,,ابتدائية محمد البتش,19,1940,Ain Azel,35.825856,5.511059,approximate,osm_centroid,osm,"{""osm"":""way/1415712629""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,
19-00225,متوسطة ابراهيم قرة,,متوسطة ابراهيم قرة,19,1940,Ain Azel,35.828569,5.513256,approximate,osm_centroid,osm,"{""osm"":""way/1415714735""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,,,
19-00226,متوسطة بلمهدي الجودي,,متوسطة بلمهدي الجودي,19,1954,Ait-Tizi,36.102969,5.33259,approximate,osm_centroid,osm,"{""osm"":""way/1423254367""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,2,,
19-00227,كرمالي الخير,,كرمالي الخير,19,1954,Ait-Tizi,36.103203,5.333121,approximate,osm_centroid,osm,"{""osm"":""way/1423254368""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,1,,
19-00228,Lycée Mouloud Qassem Night Belkacem,Lycée Mouloud Qassem Night Belkacem,,19,1954,Ait-Tizi,36.09973,5.333739,approximate,osm_centroid,osm,"{""osm"":""way/1423254374""}",secondaire,Lycée,ثانوية,regular,École ordinaire,مدرسة عادية,3,,
19-00229,,,,19,1954,Ait-Tizi,36.107759,5.338302,approximate,osm_centroid,osm,"{""osm"":""way/1423255921""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,1,,
19-00230,متوسطة قرفي اسماعين,,متوسطة قرفي اسماعين,19,1954,Ait-Tizi,36.110006,5.33926,approximate,osm_centroid,osm,"{""osm"":""way/1423256374""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,2,,
19-00231,,,,19,1926,Ain Arnat,36.195229,5.325482,approximate,osm_centroid,osm,"{""osm"":""way/1449332004""}",autre,École (cycle non précisé),مدرسة (المستوى غير محدّد),regular,École ordinaire,مدرسة عادية,,,
19-00232,,,,19,1947,Ouled Sabor,36.169716,5.497325,approximate,osm_centroid,osm,"{""osm"":""way/1449340883""}",autre,École (cycle non précisé),مدرسة (المستوى غير محدّد),regular,École ordinaire,مدرسة عادية,,,
19-00233,,,,19,1947,Ouled Sabor,36.167835,5.498446,approximate,osm_centroid,osm,"{""osm"":""way/1449340892""}",autre,École (cycle non précisé),مدرسة (المستوى غير محدّد),regular,École ordinaire,مدرسة عادية,,,
19-00234,,,,19,1947,Ouled Sabor,36.166873,5.498405,approximate,osm_centroid,osm,"{""osm"":""way/1449340893""}",autre,École (cycle non précisé),مدرسة (المستوى غير محدّد),regular,École ordinaire,مدرسة عادية,,,
19-00235,,,,19,1947,Ouled Sabor,36.178192,5.507354,approximate,osm_centroid,osm,"{""osm"":""way/1449400359""}",autre,École (cycle non précisé),مدرسة (المستوى غير محدّد),regular,École ordinaire,مدرسة عادية,,,
19-00236,,,,19,1947,Ouled Sabor,36.168447,5.483591,approximate,osm_centroid,osm,"{""osm"":""way/1449400413""}",autre,École (cycle non précisé),مدرسة (المستوى غير محدّد),regular,École ordinaire,مدرسة عادية,,,
19-00237,,,,19,1927,Amoucha,36.357099,5.395455,approximate,osm_centroid,osm,"{""osm"":""way/1453323600""}",autre,École (cycle non précisé),مدرسة (المستوى غير محدّد),regular,École ordinaire,مدرسة عادية,,,
19-00238,,,,19,1947,Ouled Sabor,36.169895,5.493396,approximate,osm_centroid,osm,"{""osm"":""way/1475584742""}",autre,École (cycle non précisé),مدرسة (المستوى غير محدّد),regular,École ordinaire,مدرسة عادية,,,
19-00239,,,,19,1944,Beni Fouda,36.322605,5.63755,approximate,osm_centroid,osm,"{""osm"":""way/1504021425""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,1,,
19-00240,,,,19,1926,Ain Arnat,36.206934,5.324655,approximate,osm_centroid,osm,"{""osm"":""way/1533559556""}",autre,École (cycle non précisé),مدرسة (المستوى غير محدّد),regular,École ordinaire,مدرسة عادية,,,
19-00241,Ecole du 17 Octobre 1961,Ecole du 17 Octobre 1961,,19,1920,El Eulma,36.157917,5.678109,approximate,osm_centroid,osm,"{""osm"":""way/181330951""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,
19-00242,Ecole Salah Boureghda,Ecole Salah Boureghda,,19,1920,El Eulma,36.158983,5.692647,approximate,osm_centroid,osm,"{""osm"":""way/181330953""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,
19-00243,,,,19,1920,El Eulma,36.163894,5.682761,approximate,osm_centroid,osm,"{""osm"":""way/181330957""}",autre,École (cycle non précisé),مدرسة (المستوى غير محدّد),regular,École ordinaire,مدرسة عادية,,,
19-00244,Lycée Bekir Zayer,Lycée Bekir Zayer,ثانوية بكير زاير,19,1920,El Eulma,36.156938,5.689146,approximate,osm_centroid,osm,"{""osm"":""way/181330959""}",secondaire,Lycée,ثانوية,regular,École ordinaire,مدرسة عادية,,,El Eulma
19-00245,CEM Boukadoura,CEM Boukadoura,,19,1920,El Eulma,36.153553,5.681302,approximate,osm_centroid,osm,"{""osm"":""way/181330964""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,2,,
19-00246,Lycée Malek Ben Anas,Lycée Malek Ben Anas,ثانوية مالك بن أنس,19,1920,El Eulma,36.156192,5.693138,approximate,osm_centroid,osm,"{""osm"":""way/181330965""}",secondaire,Lycée,ثانوية,regular,École ordinaire,مدرسة عادية,,,El Eulma
19-00247,Lycée Chihab ثانوية شهاب,Lycée Chihab,Lycée Chihab ثانوية شهاب,19,1920,El Eulma,36.157243,5.680295,approximate,osm_centroid,osm,"{""osm"":""way/181330967""}",secondaire,Lycée,ثانوية,regular,École ordinaire,مدرسة عادية,,,
19-00248,Crèche,Crèche,,19,1920,El Eulma,36.157206,5.686447,approximate,osm_centroid,osm,"{""osm"":""way/181330970""}",prescolaire,Préscolaire / maternelle,روضة / تعليم تحضيري,regular,École ordinaire,مدرسة عادية,,,
19-00249,Lycée,Lycée,,19,1920,El Eulma,36.163764,5.683968,approximate,osm_centroid,osm,"{""osm"":""way/181330971""}",secondaire,Lycée,ثانوية,regular,École ordinaire,مدرسة عادية,,,
19-00250,Lycée Tarek Ibn Ziad,Lycée Tarek Ibn Ziad,ثانوية طارق بن زياد,19,1920,El Eulma,36.155671,5.700164,approximate,osm_centroid,osm,"{""osm"":""way/181330974""}",secondaire,Lycée,ثانوية,regular,École ordinaire,مدرسة عادية,,,El Eulma
19-00251,Ecole Boumaaraf Said,Ecole Boumaaraf Said,إبتدائية بومعراف السعيد,19,1920,El Eulma,36.153939,5.694759,approximate,osm_centroid,osm,"{""osm"":""way/181332289""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,El Eulma
19-00252,CEM Larbi Tebessi,CEM Larbi Tebessi,,19,1920,El Eulma,36.153197,5.698413,approximate,osm_centroid,osm,"{""osm"":""way/181332293""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,2,,
19-00253,Lycée Bachir Guessab,Lycée Bachir Guessab,ثانوية البشير قصاب,19,1920,El Eulma,36.154407,5.693462,approximate,osm_centroid,osm,"{""osm"":""way/181332298""}",secondaire,Lycée,ثانوية,regular,École ordinaire,مدرسة عادية,,,El Eulma
19-00254,Herrada El Ayachi Elementary School,Primaire Herrada El Ayachi,إبتدائية هرادة العياشي,19,1920,El Eulma,36.142863,5.681538,approximate,osm_centroid,osm,"{""osm"":""way/181335974""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,El Eulma 19600
19-00255,Ibn Rochd Elementary School,Primaire Ibn Rochd,إبتدائية ابن رشد,19,1920,El Eulma,36.151485,5.704268,approximate,osm_centroid,osm,"{""osm"":""way/181335976""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,El Eulma 19600
19-00256,Ibn Khaldoun Middle School,CEM Ibn Khaldoun,متوسطة ابن خلدون,19,1920,El Eulma,36.145988,5.70185,approximate,osm_centroid,osm,"{""osm"":""way/181335978""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,2,,El Eulma 19600
19-00257,Ahmed El Makri Elementary School,Primaire Ahmed El Makri,إبتدائية أحمد المقري,19,1920,El Eulma,36.143776,5.703481,approximate,osm_centroid,osm,"{""osm"":""way/181335983""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,
19-00258,Ecole Guidoum,Ecole Guidoum,,19,1920,El Eulma,36.152563,5.678562,approximate,osm_centroid,osm,"{""osm"":""way/181335984""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,
19-00259,Abouder El Gheffari Middle School,CEM Abouder El Gheffari,متوسطة أبوذر الغفاري,19,1920,El Eulma,36.148896,5.698966,approximate,osm_centroid,osm,"{""osm"":""way/181335989""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,2,,El Eulma
19-00260,CEM Abdelatif Amrane,CEM Abdelatif Amrane,,19,1920,El Eulma,36.151328,5.677889,approximate,osm_centroid,osm,"{""osm"":""way/181335991""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,2,,
19-00261,Frères SAIDI Elementary School,Primaire Frères SAIDI,إبتدائية الإخوة سعيدي,19,1920,El Eulma,36.143932,5.706522,approximate,osm_centroid,osm,"{""osm"":""way/181335994""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,El Eulma
19-00262,CEM Hamid Ben Badis,CEM Hamid Ben Badis,,19,1920,El Eulma,36.149508,5.693435,approximate,osm_centroid,osm,"{""osm"":""way/181340422""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,2,,
19-00263,Mohamed Bachir El-Ibrahimi Elementary School,Primaire Mohamed Bachir El-Ibrahimi,إبتدائية محمد بشير الإبراهيمي,19,1920,El Eulma,36.14939,5.691256,approximate,osm_centroid,osm,"{""osm"":""way/181340425""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,El Eulma 19600
19-00264,Bennouna Ibrahim Middle School,CEM Bennouna Ibrahim,متوسطة بنونة إبراهيم,19,1920,El Eulma,36.157753,5.701165,approximate,osm_centroid,osm,"{""osm"":""way/181340434""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,,,El Eulma 19600
19-00265,Ahmed Aiass Middle School,CEM Ahmed Aiass,متوسطة أحمد عايس,19,1920,El Eulma,36.150123,5.691507,approximate,osm_centroid,osm,"{""osm"":""way/181340436""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,2,,El Eulma 19600
19-00266,Daikh Hamou Elementary School,Primaire Daikh Hamou,إبتدائية دايخ حمو,19,1920,El Eulma,36.146439,5.676416,approximate,osm_centroid,osm,"{""osm"":""way/182091852""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,El Eulma 19600
19-00267,El Eulmi Salleh Elementary School,Primaire El Eulmi Salleh,إبتدائية العلمي صالح,19,1920,El Eulma,36.143344,5.679583,approximate,osm_centroid,osm,"{""osm"":""way/182091866""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,El Eulma 19600
19-00268,Sebihi Belkacem Middle School,CEM Sebihi Belkacem,متوسطة صبيحي بلقاسم,19,1920,El Eulma,36.143391,5.678174,approximate,osm_centroid,osm,"{""osm"":""way/182091878""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,,,El Eulma 19600
19-00269,CEM labsir Abdelmadjid متوسطة لبصير عبد المجيد,CEM labsir Abdelmadjid,متوسطة لبصير عبد المجيد,19,1901,Setif,36.201262,5.421042,approximate,osm_centroid,osm,"{""osm"":""way/185318258""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,2,,
19-00270,Lycée des 500 Logements ثانوية 500 مسكن,Lycée des 500 Logements,ثانوية 500 مسكن,19,1901,Setif,36.201497,5.421983,approximate,osm_centroid,osm,"{""osm"":""way/185318263""}",secondaire,Lycée,ثانوية,regular,École ordinaire,مدرسة عادية,,,
19-00271,CEM Abdelhamid Laghouati متوسطة لغواطي عبد الحميد,CEM Abdelhamid Laghouati,متوسطة لغواطي عبد الحميد,19,1901,Setif,36.201045,5.41906,approximate,osm_centroid,osm,"{""osm"":""way/185318265""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,2,,
19-00272,CEM Mohamed Safi ed Dine متوسطة محمد صفي الدين,CEM Mohamed Safi ed Dine,متوسطة محمد صفي الدين,19,1901,Setif,36.200401,5.417841,approximate,osm_centroid,osm,"{""osm"":""way/185318267""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,2,,
19-00273,Chams eddin,Chams eddin,,19,1901,Setif,36.202852,5.422793,approximate,osm_centroid,osm,"{""osm"":""way/185318269""}",autre,École (cycle non précisé),مدرسة (المستوى غير محدّد),regular,École ordinaire,مدرسة عادية,,,
19-00274,,,,19,1901,Setif,36.206591,5.424071,approximate,osm_centroid,osm,"{""osm"":""way/185615550""}",autre,École (cycle non précisé),مدرسة (المستوى غير محدّد),regular,École ordinaire,مدرسة عادية,,,
19-00275,Lycée Malika Gaid ثانوية مليكة قايد,Lycée Malika Gaid,ثانوية مليكة قايد,19,1901,Setif,36.187344,5.410103,approximate,osm_centroid,osm,"{""osm"":""way/185615554""}",secondaire,Lycée,ثانوية,regular,École ordinaire,مدرسة عادية,,,
19-00276,Technicum Abou Bakr Karaoui,Technicum Abou Bakr Karaoui,,19,1901,Setif,36.183057,5.420143,approximate,osm_centroid,osm,"{""osm"":""way/185615556""}",secondaire,Lycée,ثانوية,regular,École ordinaire,مدرسة عادية,,,Sétif 19000
19-00277,Lycée Zahraoui ثانوية زهراوي,Lycée Zahraoui,ثانوية زهراوي,19,1901,Setif,36.184501,5.395204,approximate,osm_centroid,osm,"{""osm"":""way/185627430""}",secondaire,Lycée,ثانوية,regular,École ordinaire,مدرسة عادية,,,
19-00278,,,,19,1901,Setif,36.199878,5.404595,approximate,osm_centroid,osm,"{""osm"":""way/185823661""}",autre,École (cycle non précisé),مدرسة (المستوى غير محدّد),regular,École ordinaire,مدرسة عادية,,,
19-00279,Benalioui Salah,Benalioui Salah,,19,1901,Setif,36.190301,5.425332,approximate,osm_centroid,osm,"{""osm"":""way/186322433""}",autre,École (cycle non précisé),مدرسة (المستوى غير محدّد),regular,École ordinaire,مدرسة عادية,,,
19-00280,École primaire Talmath,École primaire Talmath,,19,1909,Beni Chebana,36.429831,4.830811,approximate,osm_centroid,osm,"{""osm"":""way/244050839""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,
19-00281,Ecole Abdelhamid Ben Badis,Ecole Abdelhamid Ben Badis,ابتدائية عبدالحميد بن باديس امصباحن,19,1941,Guenzet,36.321854,4.815978,approximate,osm_centroid,osm,"{""osm"":""way/250532426""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,
19-00282,CEM Midouni Mohamed Cherif,CEM Midouni Mohamed Cherif,,19,1941,Guenzet,36.324015,4.838588,approximate,osm_centroid,osm,"{""osm"":""way/253331540""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,2,,
19-00283,CEM Zouaoui,CEM Zouaoui,متوسطة زواوي,19,1901,Setif,36.192912,5.430395,approximate,osm_centroid,osm,"{""osm"":""way/277170494""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,2,,
19-00284,ثانوية المعز لدين الله الفاطمي,Lycée El Mouize Lidine Allah,ثانوية المعز لدين الله الفاطمي,19,1901,Setif,36.190317,5.396291,approximate,osm_centroid,osm,"{""osm"":""way/277170497""}",secondaire,Lycée,ثانوية,regular,École ordinaire,مدرسة عادية,3,,"1 نهج سعيد بوخريسة, سطيف 19000"
19-00285,Ecole primaire Belkheired Hacen,Ecole primaire Belkheired Hacen,,19,1901,Setif,36.195861,5.401214,approximate,osm_centroid,osm,"{""osm"":""way/283360470""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,
19-00286,CEM Ahmed Ben Maiza,CEM Ahmed Ben Maiza,,19,1901,Setif,36.184861,5.407744,approximate,osm_centroid,osm,"{""osm"":""way/283372244""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,2,,Sétif 19000
19-00287,,,,19,1901,Setif,36.185216,5.416618,approximate,osm_centroid,osm,"{""osm"":""way/288655614""}",autre,École (cycle non précisé),مدرسة (المستوى غير محدّد),regular,École ordinaire,مدرسة عادية,,,
19-00288,CEM Ali Zermani,CEM Ali Zermani,,19,1930,Bouandas,36.492898,5.102431,approximate,osm_centroid,osm,"{""osm"":""way/292660918""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,2,,
19-00289,CEM Mouffek Mahieddine,CEM Mouffek Mahieddine,,19,1955,Maouaklane,36.394956,5.073929,approximate,osm_centroid,osm,"{""osm"":""way/292737414""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,2,,
19-00290,Lycée Lakhdar Meglatti,Lycée Lakhdar Meglatti,,19,1955,Maouaklane,36.393683,5.079562,approximate,osm_centroid,osm,"{""osm"":""way/292737420""}",secondaire,Lycée,ثانوية,regular,École ordinaire,مدرسة عادية,,,
19-00291,Lycée,Lycée,,19,1907,Draa-Kebila,36.465501,4.963149,approximate,osm_centroid,osm,"{""osm"":""way/292791008""}",secondaire,Lycée,ثانوية,regular,École ordinaire,مدرسة عادية,,,
19-00292,Ecole Ahmed Bouchiba,Ecole Ahmed Bouchiba,,19,1907,Draa-Kebila,36.47546,4.959585,approximate,osm_centroid,osm,"{""osm"":""way/292791024""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,
19-00293,Ecole Mhenni Mohand,Ecole Mhenni Mohand,,19,1907,Draa-Kebila,36.466173,4.964768,approximate,osm_centroid,osm,"{""osm"":""way/292791028""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,
19-00294,CEM,École élémentaire,,19,1936,Harbil,36.327712,4.933575,approximate,osm_centroid,osm,"{""osm"":""way/293400412""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,2,,
19-00295,Ecole Mokhtar Oughlissi,Ecole Mokhtar Oughlissi,,19,1936,Harbil,36.325234,4.926759,approximate,osm_centroid,osm,"{""osm"":""way/293400415""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,
19-00296,CEM Embarek Attoui,CEM Embarek Attoui,,19,1950,Hammam Guergour,36.33667,5.049049,approximate,osm_centroid,osm,"{""osm"":""way/293412547""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,2,,
19-00297,Lycée Attoui Abdallah,Lycée Attoui Abdallah,,19,1950,Hammam Guergour,36.346077,5.032554,approximate,osm_centroid,osm,"{""osm"":""way/293414759""}",secondaire,Lycée,ثانوية,regular,École ordinaire,مدرسة عادية,,,
19-00298,Ecole Rahrah Derradji,Ecole Rahrah Derradji,,19,1950,Hammam Guergour,36.34682,5.043076,approximate,osm_centroid,osm,"{""osm"":""way/293419893""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,
19-00299,Ecole Cheniti Lakhdar,Ecole Cheniti Lakhdar,,19,1950,Hammam Guergour,36.329679,4.999193,approximate,osm_centroid,osm,"{""osm"":""way/293423402""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,
