id,name,wilaya_code,commune_code,commune,lat,lng,geo_precision,geo_method,source,type,code,address,phone,fax,email,manager,communes
28-04,ALEM HAMMAM DELAA,28,,,35.9246,4.37899,exact,anem,anem,ALEM,2804,"Cité 50 Logt ,1ére partie, centre ville – H. Dhalaa",(035) 377 - 177,(035) 377 - 277,alem.hammamdelaa@anem.dz,SLAMANI ABDELGHANI,"HAMMAM DHALAA,OUENOUGHA,TARMOUNT"
28-05,ALEM AIN EL MELH,28,,,34.85362,4.15839,exact,anem,anem,ALEM,2805,Ex Bibliothéque Municipale – Cité 100 Logts – A.El Melh,(035) 479 - 212,(035) 589 - 615,alem.ainelmelh@anem.dz,BOUNIF KHALIL,"AIN EL MELH,AIN ERRICH,AIN FARES,BIR FODDA,DJEBEL MESSAAD,SIDI MHAMED,SLIM"
29-01,ALEM MASCARA,29,,,35.3986,0.13939,exact,anem,anem,ALEM,2901,Avenue Bahloul Beldjillali“ Mascara,(045) 721-954,(045) 721-954,alem.mascara@anem.dz,BENHACENE ABDELKRIM,"AIN FARES,EL KEURT,EL MAMOUNIA,FROHA,MASCARA,TIZI"
29-02,ALEM MOHAMMADIA,29,,,35.5891,0.06755,exact,anem,anem,ALEM,2902,"15, Rue Pasteur - Mohammadia",(045) 947 - 644,(045) 947 - 645,alem.mohammadia@anem.dz,ABDELI FODIL,"EL GHOMRI,FERRAGUIG,MOCTADOUZ,MOHAMMADIA,SEDJERARA,SIDI ABDELMOUMENE"
29-03,ALEM SIG,29,,,35.52814,-0.19077,exact,anem,anem,ALEM,2903,Rue Zighoud Youcef - Sig,(045) 649 - 397,(045) 649 - 396,alem.sig@anem.dz,DJEBBAR ABBES,"ALAIMIA,BOUHENNI,CHORFA,EL GAADA,OGGAZ,RAS EL AIN AMIROUCHE,SIG,ZAHANA"
29-04,ALEM TIGHENNIF,29,,,35.41618,0.32598,exact,anem,anem,ALEM,2904,Rue Didouche Moumen - Tighenif,(045) 987 - 151,(045) 971 - 652,alem.tighenif@anem.dz,ELASSA KHALED,"AIN FERAH,EL BORDJ,EL HACHEM,EL MENAOUER,KHALOUIA,NESMOTH,OUED EL ABTAL,SEHAILIA,SIDI ABDELDJABAR,SIDI KADA,TIGHENNIF,ZELMATA"
29-05,ALEM GHRISS,29,,,35.25034,0.16018,exact,anem,anem,ALEM,2905,Cité dardara locaux commerciaux ghriss,(045) 749 - 340,(045) 749 - 365,alem.ghris@anem.dz,SI CHAIB KADA,"AOUF,BENIAN,GHARROUS,GHRISS,GUERDJOUM,MAKDA,MAOUSSA,MATMORE,OUED TAGHIA,SIDI BOUSSAID"
29-06,ALEM BOUHANIFIA,29,,,35.3128,-0.05113,exact,anem,anem,ALEM,2906,Cité benzouina dardara locaux commerciaux Bouhnifia,(045) 768 - 092,(045) 767 - 777,alem.bouhnifia@anem.dz,ABBAS FETHALLAH,"AIN FEKAN,AIN FRASS,BOUHANIFIA,EL GUEITNA,HACINE"
30-01,ALEM OUARGLA 1,30,,,31.95144,5.32145,exact,anem,anem,ALEM,3001,Sidi Abdelkader – Ouargla,(029) 713 - 249,(Non renseigné),alem.ouargla1@anem.dz,MESSAOUDI MOHAMED,OUARGLA
30-02,ALEM ROUISSAT,30,,,31.92761,5.34888,exact,anem,anem,ALEM,3003,Cité Sidi Ennaimi – Rouisset - Ouargla,(029) 645 - 163,(029) 728 - 327,alem.rouisset@anem.dz,ASSEUM YOUCEF,ROUISSAT
30-03,ALEM SIDI KHOUILED,30,,,31.97864,5.41824,exact,anem,anem,ALEM,3004,Cité du 16 avril  - Sidi Khouiled - Ouargla,(029) 721 - 466,(Non renseigné),alem.sidikhouiled@anem.dz,BEN DOB MOHAMMED,"AIN BEIDA,HASSI BEN ABDELLAH,SIDI KHOUILED"
30-04,ALEM HASSI MESSAOUD,30,,,31.71117,6.05546,exact,anem,anem,ALEM,3005,A coté de l’Inspection du Travail -  Hassi Messaoud,(029) 750 - 999,(029) 797 - 599,alem.hassimessaoud@anem.dz,BOUZIANE OTMANE,HASSI MESSAOUD
30-05,ALEM OUARGLA 2,30,,,31.95299,5.31687,exact,anem,anem,ALEM,3009,El Mekhadma - Ouargla,(029) 712 - 080,(029) 718 - 020,alem.ouargla2@anem.dz,BEN SEDGA YOUCEF,OUARGLA
30-06,ALEM N'GOUSSA,30,,,32.1416,5.31059,exact,anem,anem,ALEM,3011,Siege de l’APC - N’Goussa,(029) 723 - 241,(029) 724 - 124,alem.ngoussa@anem.dz,ABAZ REDOUANE,NGOUSSA
30-07,ALEM EL BOURMA,30,,,31.66,9.18,approximate,anem,anem,ALEM,3013,Centre ville - El Borma,(029) 753 - 112,(Non renseigné),alem.elborma@anem.dz,KOUICI MAMAR,EL BORMA
31-01,ALEM ORAN,31,,,35.71372,-0.61378,exact,anem,anem,ALEM,3101,01 Rue Djellat Habib Es- Seddikia -Oran,(041) 590 - 507,(041) 590 - 506,alem.oran@anem.dz,BATOUCHE BENYAHIA,"AIN KERMA,BOUTLELIS,MISSERGHIN,ORAN"
31-02,ALEM ORAN SUD,31,,,35.70554,-0.57549,exact,anem,anem,ALEM,3102,10 Bd ADDA BENAOUDA- plateaux oran,(041) 400 - 919,(041) 402 - 837,alem.oransud@anem.dz,NEKROUF KARIMA,ORAN
31-03,ALEM OUED TLELAT,31,,,35.55,-0.45,approximate,anem,anem,ALEM,3103,Rue Zitouni Ahmed â Oued Tlelat,(041) 184 - 444,(041) 184 - 343,alem.ouedtlelat@anem.dz,BENCHEIKH Zoubida,"BOUFATIS,EL BRAYA,OUED TLELAT,TAFRAOUI"
31-04,ALEM BETHIOUA,31,,,35.67854,-0.08324,exact,anem,anem,ALEM,3104,Rue Sidi AMAR - Béthioua,(041) 769 - 401,(041) 769 - 835,alem.bethioua@anem.dz,KATLIOUI MOHAMMED SALAH EDDINE NOUFEL,"AIN BIYA,BEN FREHA,BETHIOUA,MARSAT EL HADJADJ"
31-05,ALEM ARZEW,31,,,35.86,-0.31,approximate,anem,anem,ALEM,3105,Citi les Pins - Rue du stade - Arzew,(041) 771 - 447,(041) 772 - 011,alem.arzew@anem.dz,ZAOUI FETHI,"ARZEW,GDYEL,HASSI MEFSOUKH,SIDI BEN YABKA"
31-06,ALEM AIN TURK,31,,,35.76,-0.8,approximate,anem,anem,ALEM,3106,Bd Khassani Mohamed Cap Falcon – A. El Turck,(041) 105 - 218,(041) 105 - 277,alem.ainturk@anem.dz,SAHNOUNE ABDELHAMID,"AIN TURK,BOUSFER,EL ANCOR,MERS EL KEBIR"
31-07,ALEM BIR EL DJIR,31,,,35.73,-0.58,approximate,anem,anem,ALEM,3107,"42, Haï Khemisti – Bir El Djir",(041) 739-466,(041) 739 - 389,alem.bireldjir@anem.dz,MEKIDECHE SAMIHA,"BIR EL DJIR,HASSI BEN OKBA,HASSI BOUNIF"
31-08,ALEM ORAN OUEST,31,,,35.71431,-0.61283,exact,anem,anem,ALEM,3108,01 Rue Djellat Habib Es- Seddikia -Oran,(041) 590 - 452,(041) 590 - 452,alem.oranouest@anem.dz,MECHIKI BOUKHALFA,ORAN
31-09,ALEM ES SENIA,31,,,35.65,-0.62,approximate,anem,anem,ALEM,3109,Rue Bahi Amar - Es Sénia,(041) 554 - 335,(041) 554 - 338,alem.essenia@anem.dz,MOHAMED Fatma,"EL KARMA,ES SENIA,SIDI CHAMI"
32-01,ALEM EL BAYADH,32,,,33.66855,1.03423,exact,anem,anem,ALEM,3201,Nouvelle ville Administrative  route d’Aflou -  El Bayadh,(049) 604 - 905,(049) 604 - 905,alem.elbayadh@anem.dz,BELKHIRI NASSIRA,"CHEGUIG,EL BAYADH,KEF EL AHMAR,ROGASSA"
32-02,ALEM BOUGTOB,32,,,34.03956,0.08703,exact,anem,anem,ALEM,3202,"03, Boulevard des Martyrs – Bougtob",(049) 623 - 217,(049) 623 - 211,alem.bougtob@anem.dz,AMARI ABDESSAMAD KAMAL,"BOUGTOUB,EL KHEITHER,TOUSMOULINE"
32-03,ALEM LABIADH SID CHIKH,32,,,32.89808,0.54628,exact,anem,anem,ALEM,3203,Cité Khaloufi Mohamed – Labiod Sidi Cheikh,(049) 636 - 245,(049) 636 - 250,alem.labiadhsidichikh@anem.dz,AISSAOUI Mohamed,"AIN EL ORAK,ARBAOUAT,BOUSSEMGHOUN,CHELLALA,EL ABIODH SIDI CHEIKH,EL BNOUD,EL MEHARA"
32-04,ALEM BOUALEM,32,,,33.73235,1.53443,exact,anem,anem,ALEM,3204,Cité En Nasr - Boualem,(049) 654 - 190,(049) 654 - 282,alem.boualem@anem.dz,KABAR MOHAMED EL AMIN,"HADJ MECHRI BOUALEM,SIDI AMEUR,SIDI SLIMANE,SIDI TIFOUR,STITTEN"
32-05,ALEM BREZINA,32,,,33.10274,1.27502,exact,anem,anem,ALEM,3205,Cité Khalef - Brezina,(049) 621 - 074,(049) 621 - 048,alem.brezina@anem.dz,BELMEBROUK Mohamed,"BREZINA,GHASSOUL,KRAKDA"
33-01,ALEM ILLIZI,33,,,26.50945,8.47228,exact,anem,anem,ALEM,3301,Cité de la nouvelle ville - Illizi,(029) 404 - 039,(029) 404 - 038,alem.illizi@anem.dz,BLALI  SLIMANE,ILLIZI
33-02,ALEM IN AMENAS,33,,,28.03961,9.57562,exact,anem,anem,ALEM,3302,Centre ville - In amenas,(029) 459 - 754,(029) 459 - 756,alem.inamenas@anem.dz,DJOUDI ALI,IN AMENAS
33-03,ALEM Debdeb,33,,,29.98713,9.43869,exact,anem,anem,ALEM,3302,Nouvelle Zone Urbaine - DEBDEB,(029) 467 - 342,(029) 467 - 342,alem.debdeb@anem.dz,DOU Saleh,DEBDEB
33-04,ALEM BORDJ OMAR IDRIS,33,,,28.14319,6.81413,exact,anem,anem,ALEM,3303,La Nouvelle zone Urbaine - Bordj Omar Idriss,(029) 460 - 247,(029) 460 - 246,alem.bordjomaridris@anem.dz,BOUDA Mohamed Djaafar,BORDJ OMAR DRISS
33-05,ALEM MANSOURAH,33,,,36.08177,4.46193,exact,anem,anem,ALEM,,Cité Bouamrane - Mansourah,(035) 850 - 282,(035) 850 - 281,alem.mansourah13@anem.dz,DELLAL YOUCEF,"BEN DAOUD,EL ACHIR,EL MHIR,HARAZA,KSOUR,MANSOURA,OULED SIDI BRAHIM"
33-06,ALEM BORDJ GHEDIR,33,,,35.90194,4.8984,exact,anem,anem,ALEM,3404,Ancien siège de la  Daïra - Bordj Ghedir,(035) 861 - 539,(035) 861 - 537,alem.bordjghdir@anem.dz,CHERRAD SOFIANE,"BELIMOUR,BORDJ GHDIR,EL ANSEUR,GHILASSA,TAGLAIT"
34-01,ALEM BORDJ BOU ARRERIDJ,34,,,36.07456,4.76275,exact,anem,anem,ALEM,,Rue Mebarkia Ismail - Bordj Bou Arreridj,(035) 748 - 455,(035) 748 - 455,alem.bba@anem.dz,BOUCHOU ALAEDDINE,"BORDJ BOU ARRERIDJ,BORDJ ZEMOURA,COLLA,DJAAFRA,EL EUCH,EL HAMMADIA,EL MAIN,HASNAOUA,MEDJANA,OULED DAHMANE,RABTA,TAFREG,TESMART,THENIET EL ANSEUR"
34-02,ALEM RAS EL OUED,34,,,35.94486,5.032,exact,anem,anem,ALEM,3402,Rue du 1er  novembre -  Ras El - Oued,(035) 841 - 422,(035) 841 - 165,alem.raseloued@anem.dz,DEGHIMA BADREDDINE,"AIN TAGHROUT,AIN TASSERA,BIR KASDALI,KHELIL,OULED BRAHEM,RAS EL OUED,SIDI EMBAREK,TIXTER"
35-01,ALEM BOUMERDES,35,,,36.7578,3.47542,exact,anem,anem,ALEM,3501,"Cité Ibn Khaldoune, 1200 Lgts - Boumerdés",(024) 793 - 927,(024) 793 - 927,alem.boumerdes@anem.dz,LAADJ BOUALEM,"BOUDOUAOU EL BAHRI,BOUDOUAOU,BOUMERDES,BOUZEGZA KEDDARA,CORSO,EL KHARROUBA,OULED HADJADJ,TIDJELABINE"
35-02,ALEM BORDJ MENAIEL,35,,,36.7504,3.71894,exact,anem,anem,ALEM,3502,rue khettab amar bordjmenail,024787454,,alem.bordjmenail@anem.dz,TAHARI MADANI,"BORDJ MENAIEL,DJINET,LAGHATA,NACIRIA,OULED AISSA,ZEMMOURI"
35-03,ALEM DELLYS,35,,,36.89837,3.90901,exact,anem,anem,ALEM,3503,Cité 200 logts BT N°11 – nouvelle ville -Déllys,(024) 981 - 216,,alem.dellys@anem.dz,DJEMIL RACHID,"AFIR,BAGHLIA,BEN CHOUD,DELLYS,SIDI DAOUD,TAOURGA"
35-04,ALEM THENIA,35,,,36.53259,3.68591,exact,anem,anem,ALEM,3504,Rue Debaghi Messaoud - Thénia,(024) 963 - 039,,alem.thenia@anem.dz,BENYAHIA DJAMILA,"AMMAL,BENI AMRANE,CHABET EL AMEUR,ISSER,SI MUSTAPHA,SOUK EL HAD,THENIA,TIMEZRIT"
35-05,ALEM KHEMIS EL KHECHENA,35,,,,,,,anem,ALEM,3505,"Cité 140 logts  bt ""G"" local N 05-06-07-08-09 OULED MOUSSA",(024) 930 - 422,(024) 930 - 422,ND,TAHARI EL MADANI,"HAMMEDI,KHEMIS EL KHECHNA,LARBATACHE,OULED MOUSSA"
36-01,ALEM EL TARF,36,,,36.76335,8.31095,exact,anem,anem,ALEM,3601,Cité 80 Logts – El Tarf,(038) 302 - 642,(038) 302 - 642,alem.taref@anem.dz,SAHTOUT NADIR,"AIN EL ASSEL,BOUGOUS,El-TARF,ZITOUNA"
36-02,ALEM BEN M'HIDI,36,,,36.77194,7.90528,exact,anem,anem,ALEM,3602,Cité Administrative H. Boumediene - Ben M'hidi,(038) 342 - 684,(038) 342 - 490,alem.benmhidi@anem.dz,GHOUDELBOURK MOHAMED ZINE,"BEN MHIDI,ECHATT"
36-03,ALEM DREAN,36,,,36.68505,7.75207,exact,anem,anem,ALEM,3603,Cité Administrative -1er Novembre 1954 - Dréan,(038) 380 - 376,(038) 380 - 376,alem.drean@anem.dz,BERREDJEM REDOUANE,"CHBAITA MOKHTAR,CHIHANI,DREAN"
36-04,ALEM EL KALA,36,,,36.89694,8.44295,exact,anem,anem,ALEM,3604,Cité FERNANA - EL KALA,(038) 361 - 862,(038) 361 - 862,alem.elkala@anem.dz,DAGHRI ZINE,"EL AIOUN,EL KALA,RAML SOUK,SOUAREKH"
36-05,ALEM BOUTELDJA,36,,,36.78844,8.19783,exact,anem,anem,ALEM,3605,Cité Administrative – Rue Khellil Belgacem Bouteldja,(038) 338 - 186,(038) 338 - 186,alem.bouteldja@anem.dz,TOUAHRI EL HADJ,"BERRIHANE,BOUTELDJA,CHEFIA,LAC DES OISEAUX"
36-06,ALEM BOUHADJAR,36,,,36.50415,8.10848,exact,anem,anem,ALEM,3606,Cité Khemissi Mebarek- Rue du 04 Décembre 1955- Bouhadjar,(038) 327 - 753,,alem.bouhadjar@anem.dz,TACHOUCHE MOHAMED,"AIN KERMA,BOUHADJAR,HAMMAM BENI SALAH,OUED ZITOUN"
36-07,ALEM BESBES,36,,,36.70703,7.84702,exact,anem,anem,ALEM,3607,Rue Zighout Youcef (Cité Ghaza) - Besbes,(038) 395 - 300,(038) 395 - 300,alem.besbes@anem.dz,GAROUI SAMI,"ASFOUR,BESBES,ZERIZER"
37-01,ALEM TINDOUF,37,,,27.67161,-8.13476,exact,anem,anem,ALEM,3701,CITE EL MOUSTAQBAL 109 - TINDOUF,(049) 383 - 445,(049) 384 - 224,alem.tindouf@anem.dz,BENGHOCHI MAKHLOUF,TINDOUF
37-02,ALEM OUM LAASSEL,37,,,28.61595,-6.97971,exact,anem,anem,ALEM,3702,Cité Haidas Bachri - Oum Laassel,(049) 390- 390,(Non renseigné),alem.oumlaassel@anem.dz,HAMIDA SIDAHMED,OUM EL ASSEL
38-01,ALEM TISSEMSILT,38,,,35.59956,1.81105,exact,anem,anem,ALEM,3801,Cité des 300 Logts – Plateau - Tissemsilt,(046) 569 - 145,(046) 569 - 156,alem.tissemsilt@anem.dz,OGAB MOHAMED,"AMMARI,KHEMISTI,LARDJEM,MAACEM,MELAAB,OULED BESSEM,SIDI ABED,SIDI LANTRI,TISSEMSILT"
38-02,ALEM THENIET EL HAD,38,,,35.87118,2.02439,exact,anem,anem,ALEM,3802,Route d’Alger en face de la Cité 162 logts -T.E Had,(046) 584 - 329,(046) 584 - 308,alem.theneitelhad@anem.dz,MOULOUDI Med Abdellah,"BORDJ EL EMIR ABDELKADER,LAYOUNE,SIDI BOUTOUCHENT,THENIET EL HAD,YOUSSOUFIA"
38-03,ALEM BORDJ BOU NAAMA,38,,,35.85081,1.61888,exact,anem,anem,ALEM,3803,Cité Fatmi Boulenouar – Bordj Bou Naama,(046) 503 - 365,(046) 503 - 367,alem.bordjbounaama@anem.dz,MEKDOUR ABDELKARIM,"BENI CHAIB,BENI LAHCENE,BORDJ BOUNAAMA,BOUCAID,LARBAA,LAZHARIA,SIDI SLIMANE,TAMALAHT"
39-01,ALEM EL OUED,39,,,33.39757,6.8754,exact,anem,anem,ALEM,3901,CITE ADMINISTRATIF 08 MAI 1945 EL OUED,(032) 122 - 193,(032) 122 - 194,alem.eloued@anem.dz,SACI ABDENNOUR,"BAYADHA,EL OGLA,EL OUED,KOUININE,MIH OUENSA,NAKHLA,OUED EL ALENDA,ROBBAH,TRIFAOU"
39-02,ALEM GUEMAR,39,,,33.49077,6.79998,exact,anem,anem,ALEM,3903,Porte Ouest  - Guemar,(032) 236 - 291,(032) 236 - 290,alem.guemar@anem.dz,BOUDJELKHA FAYCAL,"GUEMAR,HAMRAIA,OURMES,REGUIBA,TAGHZOUT"
39-03,ALEM DEBILA,39,,,33.50552,6.93882,exact,anem,anem,ALEM,3904,CITE EL WIFAK DEBILA,(032) 269 - 519,(032) 269 - 564,alem.debila@anem.dz,ALLOUACHE HANANE,"BENI GUECHA,DEBILA,DOUAR EL MA,HASSANI ABDELKRIM,HASSI KHELIFA,MAGRANE,SIDI AOUN,TALEB LARBI"
40-01,ALEM KHENCHELA,40,,,35.43004,7.13927,exact,anem,anem,ALEM,4001,Nouvelle ville - Khenchela,(032) 729 - 088,(032) 729 - 089,alem.khenchla@anem.dz,HEMIDI AHMED,"BAGHAI,EL HAMMA,EL MAHMAL,ENSIGHA,KHENCHELA,MTOUSSA,TAMZA"
40-02,ALEM KAIS,40,,,35.49349,6.93182,exact,anem,anem,ALEM,4002,Cité du 08 mai 1945 - Kais,(032) 773 - 333,(032) 773 - 344,alem.kais@anem.dz,RAHMOUNE CHAWKI,"BOUHMAMA,CHELIA,KAIS,MSARA,REMILA,TAOUZIANAT,YABOUS"
40-03,ALEM CHECHAR,40,,,35.03948,7.00475,exact,anem,anem,ALEM,4003,"Place 1er Novembre , Chechar",(032) 353 - 162,(032) 353 - 162,alem.chechar@anem.dz,BOUMAARAF ABDERRAHMAN,"CHERCHAR,DJELLAL,EL OUELDJA,KHIRANE"
40-04,ALEM OULED RECHACHE,40,,,35.29762,7.34566,exact,anem,anem,ALEM,4004,Rue de l’indépendance - Ouled Rechache,(032) 785 - 252,(032) 785 - 249,alem.ouledrechach@anem.dz,BOUTOBBA ABDELMALEK,"AIN TOUILA,OULED RECHACHE"
40-05,ALEM BABAR,40,,,35.16497,7.10576,exact,anem,anem,ALEM,4005,rue sahraoui el rebiai,(032) 752 - 190,(032) 752 - 190,alem.babar@anem.dz,AKROUM ADEL,BABAR
41-01,ALEM SOUK AHRAS,41,,,36.2822,7.93852,exact,anem,anem,ALEM,4101,Route Nationale 16 – Souk Ahras,(037) 731 - 099,(037) 731 - 099,alem.soukahras@anem.dz,BOUCHEMAL YASSINE,"AIN ZANA,OULED DRISS,SOUK-AHRAS,ZAAROURIA"
41-02,ALEM SEDRATA,41,,,36.141,7.52985,exact,anem,anem,ALEM,4102,Cité 200 / 1500 Lgt - Sedrata,(037) 774 - 217,(037) 774 - 217,alem.sedrata@anem.dz,BOUCHAFI SALIM,"AIN SOLTANE,BIR BOU HAOUCH,KHEMISSA,SAFEL EL OUIDEN,SEDRATA,ZOUABI"
41-03,ALEM M'DAOUROUCH,41,,,36.07756,7.81783,exact,anem,anem,ALEM,4103,Cité Mohamed Khemisti - M’Daourouch,(037) 835 - 254,(037) 835 - 254,alem.mdaourouch@anem.dz,HADJADJ MOUNIR,"DREA,MDAOUROUCHE,RAGGOUBA,TIFFECH"
41-04,ALEM TAOURA,41,,,36.16707,8.04073,exact,anem,anem,ALEM,4104,Rue des PTT ex école Seddour Bouziane - Taoura,(037) 781 - 467,(037) 781 - 467,alem.taoura@anem.dz,AZZOUZI TAHAR,"HADDADA,KHEDARA,MERAHNA,OULED MOUMEN,QUILLEN,SIDI FREDJ,TAOURA"
41-05,ALEM MECHROUHA,41,,,36.35943,7.83521,exact,anem,anem,ALEM,4105,cité 01 novembre - mechroha,(037)  856 - 468,(037)  856 - 468,alem.machrouha@anem.dz,MAHAYAS MOHAMMED LAKHDAR,"HANANCHA,MECHROHA"
41-06,aLEM OUM EL ADHAIM,41,,,,,,,anem,ALEM,4106,cité zemzoum brahim,037 833 156,037 833 156,alem.OUMELADHAIM@anem.dz,RIANI Saida,"OUED KEBERIT,OUM EL ADHAIM,TERRAGUELT"
42-01,ALEM TIPAZA,42,,,36.58737,2.45032,exact,anem,anem,ALEM,4201,Cité des 20 logements  Marché couvert - Tipaza,(024) 370 - 073,(024) 370 - 074,alem.tipaza@anem.dz,BRAHITI ABDELKADER,"NADOR,SIDI RACHED,TIPAZA"
42-02,ALEM HADJOUT,42,,,36.50265,2.41862,exact,anem,anem,ALEM,4202,Cité 354 logts Bt C3 route de Meurad - Hadjout,(024) 543 - 357,,alem.hadjout@anem.dz,BERREGOUBA ADLENE,"AHMER EL AIN,BOURKIKA,HADJOUT,MENACEUR,MEURAD,SIDI AMAR"
42-03,ALEM CHERCHELL,42,,,36.60764,2.18964,exact,anem,anem,ALEM,4203,"Rue Ben Difelah , cherchell",(024) 349 - 086,(024) 349 - 086,alem.cherchel@anem.dz,MESSAOUDI KADA,"AGHBAL,BENI MILLEUK,CHERCHEL,DAMOUS,GOURAYA,HADJERET ENNOUS,LARHAT,MESSELMOUN,SIDI GHILES,SIDI SEMIANE"
42-04,ALEM BOUSMAIL,42,,,36.64104,2.68871,exact,anem,anem,ALEM,4204,Rue Emir Abdelkader - Bou Ismail,(024) 322 - 093,(024) 322 - 093,alem.bouismail@anem.dz,BOUDJEMA FAROUK,"AIN TAGOURAIT,BOU ISMAIL,BOUHAROUN,KHEMISTI"
42-05,ALEM KOLEA,42,,,36.65233,2.76444,exact,anem,anem,ALEM,4205,Cité 500 logements - FADES Kerkouba - Koléa,(024) 388 - 402,,alem.kolea@anem.dz,SAIDANI MOHAMED,"CHAIBA,DOUAOUDA,FOUKA,HATTATBA,KOLEA"
43-01,ALEM MILA,43,,,36.43791,6.25669,exact,anem,anem,ALEM,4301,Cité du 08 Mai 1945 - Mila,(031) 479 - 751,(031) 479 - 750,alem.mila@anem.dz,TOLHI ABLA,"AHMED RACHDI,AIN TINE,AMIRA ARRES,CHIGARA,GRAREM GOUGA,HAMALA,MILA,OUED ENDJA,SIDI KHELIFA,SIDI MEROUANE,TASSALA LEMTAI,TERRAI BEINEN,ZEGHAIA"
43-02,ALEM FERDJIOUA,43,,,36.40779,5.94583,exact,anem,anem,ALEM,4302,Cité du vieux marché - Ferdjioua,(031)495 - 394,,alem.ferdjioua@anem.dz,KIHEL ABBOUD,"AIN BEIDA HARRICHE,BOUHATEM,DERRADJI BOUSSELAH,EL AYADI BARBES,FERDJIOUA,MINAR ZARZA,ROUACHED,TASSADANE HADDADA,TIBERGUENT,YAHIA BENI GUECHA"
43-03,ALEM CHELGHOUM LAID,43,,,36.1679,6.16715,exact,anem,anem,ALEM,4303,Rue DIDOUCHE Mourad - Chelghoum Laid,(031) 412 - 212,(031) 412 - 599,alem.chelghoumlaid@anem.dz,MECHITOUA DJAMEL,"AIN MELLOUK,CHELGHOUM LAID,EL MCHIRA,OUED ATHMANIA,OUED SEGUEN,TELAGHMA"
43-04,ALEM TADJENANET,43,,,36.12235,5.98412,exact,anem,anem,ALEM,4304,Cité du 08 Mai 1945 - Tadjenanet,(031) 533 - 229,(031) 533 - 229,alem.tadjenat@anem.dz,REDJIMI Ali,"BENYAHIA ABDERRAHMANE,OULED KHELLOUF,TADJENANET"
44-01,ALEM AIN DEFLA,44,,,36.26231,1.95125,exact,anem,anem,ALEM,4401,Cité des 300logts Med Boudiaf – Ain Défla,(027) 505 - 250,(Non renseigné),alem.aindefla@anem.dz,HAMOUM MEHDI,"AIN-DEFLA,ARIB,BATHIA,BELAAS,BOURACHED,DJELIDA,DJEMAA OULED CHEIKH,EL AMRA,EL HASSANIA,MEKHATRIA"
44-02,ALEM EL ATTAF,44,,,36.22286,1.67429,exact,anem,anem,ALEM,4402,Cité ptt el attaf,(027) 621 - 537,(027) 621 - 537,alem.elattaf@anem.dz,KADI BESKRI,"AIN BOUYAHIA,EL ABBADIA,EL ATTAF,EL MAYENE,ROUINA,TACHTA ZEGARRA,TIBERKANINE,ZEDDINE"
44-03,ALEM KHEMIS MILIANA,44,,,36.26136,2.21934,exact,anem,anem,ALEM,4403,Chaihi Abdelkader-Ex Siege de la Daïra -Khemis Miliana,(027) 562 - 507,(027) 562 - 506,alem.khemismeliana@anem.dz,ABDELMOUTALEB AMINE,"AIN LECHIAKH,AIN SOLTANE,BARBOUCHE,BIR OULED KHELIFA,BORDJ EMIR KHALED,DJENDEL,KHEMIS MILIANA,OUED CHORFA,OUED DJEMAA,SIDI LAKHDAR,TARIK IBN ZIAD"
44-04,ALEM MILIANA,44,,,36.30645,2.22786,exact,anem,anem,ALEM,4404,Rue Bel Abbes NABI - Miliana,(027) 640 - 958,,alem.miliana@anem.dz,MAOUCHE FATMA,"AIN TORKI,BEN ALLAL,MILIANA"
44-05,ALEM HAMMAM RIGHA,44,,,36.38061,2.39998,exact,anem,anem,ALEM,4405,Boulevard du 1er Novembre – Hammam Righa,(027) 543 - 420,(027) 543 - 422,alem.hammamrigha@anem.dz,ZOUGGAR KHALED,"AIN BENIAN,BOUMEDFAA,EL HOCEINIA,HAMMAM RIGHA"
45-01,ALEM NAAMA,45,,,33.27126,-0.31704,exact,anem,anem,ALEM,4501,Cité Evolutive - Naama,(049) 598 - 241,(049) 598 - 240,alem.naama@anem.dz,MESSAOUDI ABDELKADER,"ASLA,NAAMA"
45-02,ALEM AIN SEFRA,45,,,32.75505,-0.58302,exact,anem,anem,ALEM,4502,Rue Chelali Mohamed – Cité 05 Juillet  - Ain Séfra,(049) 765 - 253,(049) 762 - 223/ 567 - 637,alem.ainsafra@anem.dz,CHABANE FATIMA IMANE,"AIN SEFRA,DJENIEN BOUREZG,MOGHRAR,SFISSIFA,TIOUT"
45-03,ALEM MECHERIA,45,,,33.54793,-0.28034,exact,anem,anem,ALEM,4503,Rue Ben Mostefa Tahar  - Mécheria,(049) 775 - 134,(049) 775 - 028/ 575 - 358,(Non renseigné),BACHIRIO  KHALED,"AIN BEN KHELIL,EL BIOD,MECHRIA"
45-04,ALEM MAKMEN BENAMMAR,45,,,32.26,-0.38,approximate,anem,anem,ALEM,4504,Centre ville - Makmen Ben Amar,(049) 783 - 216,(049) 583 - 211,(Non renseigné),CHAFAA BELAID Abdelghani,"KASDIR,MEKMEN BEN AMAR"
46-01,ALEM AIN TEMOUCHENT,46,,,35.29861,-1.14791,exact,anem,anem,ALEM,4601,RUE MAACHOU MOHAMED ex casap ain temouchent,(043) 775 - 464,(043) 775 - 465,,HORCH Bilal,"AGHLAL,AIN KIHEL,AIN TOLBA,AIN-TEMOUCHENT,OUGBELLIL,SIDI BEN ADDA"
