id,name,name_fr,name_ar,wilaya_code,commune_code,commune,lat,lng,geo_precision,geo_method,source,refs,denomination
19-0268,مسجد بني الماي في بوطالب,,مسجد بني الماي في بوطالب,19,1905,Boutaleb,35.707414,5.317522,exact,wikidata,wikidata,"{""wikidata"":""Q137850823""}",
19-0269,مسجد عمّار بن ياسر في العلمة,Mosquée Yasser Ben Amar,مسجد عمّار بن ياسر في العلمة,19,1920,El Eulma,36.158779,5.675855,approximate,osm_way,wikidata+osm,"{""wikidata"":""Q137850896"",""osm"":""way/181330972""}",
19-0270,masdjid abi bakre elssidik (cité boukhabla in El Eulma,masdjid abi bakre elssidik (cité boukhabla in El Eulma,,19,1920,El Eulma,36.172866,5.657376,exact,wikidata,wikidata,"{""wikidata"":""Q137850897""}",
19-0271,MASDJID Abu Dhar Al Ghifari in El Eulma,MASDJID Abu Dhar Al Ghifari in El Eulma,,19,1920,El Eulma,36.163521,5.684994,exact,wikidata,wikidata,"{""wikidata"":""Q137850898""}",
19-0272,Mosquée Osman Abd El Kader in Guelal,Mosquée Osman Abd El Kader in Guelal,مسجد عصمان عبد القادر,19,1948,Guellal,36.013075,5.365628,exact,osm_node,wikidata+osm,"{""wikidata"":""Q137850954"",""osm"":""node/5354486836""}",
19-0273,مسجد عمر بن العاص في قلتة زرقاء,,مسجد عمر بن العاص في قلتة زرقاء,19,1917,Guidjel,36.167813,5.606949,exact,wikidata,wikidata,"{""wikidata"":""Q137850955""}",
19-0274,Mosquée Athmane Iben Affene in Guelta Zerka,Mosquée Athmane Iben Affene in Guelta Zerka,,19,1956,Guelta Zerka,36.210533,5.683471,exact,wikidata,wikidata,"{""wikidata"":""Q137850958""}",
19-0275,مسجد مالك بن نبي في قجال,,مسجد مالك بن نبي في قجال,19,1933,Mezloug,36.080287,5.465478,exact,wikidata,wikidata,"{""wikidata"":""Q137850961""}",
19-0276,مسجد العتيق 35/5,Masdjid al-Atiq,مسجد العتيق 35/5,19,1932,Hamam Soukhna,35.978095,5.809624,exact,osm_node,wikidata+osm,"{""wikidata"":""Q137850970"",""osm"":""node/4280471610""}",sunni
19-0277,Mosquée du village Bouqelaa in Tizi N'Bechar,Mosquée du village Bouqelaa in Tizi N'Bechar,,19,1927,Amoucha,36.412059,5.395929,exact,osm_node,wikidata+osm,"{""wikidata"":""Q137851091"",""osm"":""node/6538810959""}",sunni
19-0278,The new mosque in Tizi N'Bechar,The new mosque in Tizi N'Bechar,,19,1957,Oued El Bared,36.428758,5.363983,exact,wikidata,wikidata,"{""wikidata"":""Q137851092""}",
19-0279,أقرقار ذراع قبيلة 36/4,,أقرقار ذراع قبيلة 36/4,19,1907,Draa-Kebila,36.415393,4.993292,exact,wikidata,wikidata,"{""wikidata"":""Q137851097""}",
19-0280,Mosquée Omar Ibn Khatab 36/5,Mosquée Omar Ibn Khatab 36/5,مسجد عمر بن الخطاب,19,1927,Amoucha,36.339417,5.431003,approximate,osm_way,wikidata+osm,"{""wikidata"":""Q137851137"",""osm"":""way/1378062753""}",
19-0281,Abu Obaida Mosque in Djemila,Abu Obaida Mosque in Djemila,,19,1921,Djemila,36.316294,5.742481,approximate,osm_way,wikidata+osm,"{""wikidata"":""Q137851180"",""osm"":""way/1174410194""}",
19-0282,مسجد ابو بكر الصديق في القصبات,,مسجد ابو بكر الصديق في القصبات,19,1911,Hamma,35.619442,5.406976,exact,wikidata,wikidata,"{""wikidata"":""Q137851184""}",
19-0283,مسجد ابو بكر الصديق قرية الرقايق في الرصفة,,مسجد ابو بكر الصديق قرية الرقايق في الرصفة,19,1923,Rosfa,35.820745,5.257305,exact,wikidata,wikidata,"{""wikidata"":""Q137851191""}",
19-0284,Abu Dhar Al-Ghafari Mosque 36/5,Abu Dhar Al-Ghafari Mosque 36/5,,19,1935,Serdj-El-Ghoul,36.478005,5.577921,exact,wikidata,wikidata,"{""wikidata"":""Q137851209""}",
19-0285,مسجد النخلة حي ديار النخلة في سطيف,,مسجد النخلة حي ديار النخلة في سطيف,19,1901,Setif,36.187354,5.402311,approximate,osm_way,wikidata+osm,"{""wikidata"":""Q137851210"",""osm"":""way/438761098""}",
19-0286,مسجد سلمان الفارسي حي 950 مسكن في سطيف,,مسجد سلمان الفارسي حي 950 مسكن في سطيف,19,1901,Setif,36.207436,5.378582,approximate,osm_way,wikidata+osm,"{""wikidata"":""Q137851211"",""osm"":""way/439006057""}",
19-0287,مسجد حي قاوة سطيف في سطيف,Masdjid,مسجد حي قاوة سطيف في سطيف,19,1901,Setif,36.21804,5.404093,approximate,osm_way,wikidata+osm,"{""wikidata"":""Q137851212"",""osm"":""way/449210885""}",sunni
19-0288,مصلى في سطيف,,مصلى في سطيف,19,1901,Setif,36.191493,5.415278,exact,wikidata,wikidata,"{""wikidata"":""Q137851213""}",
19-0289,Hamza bin Abdul Muttalib Mosque (may Allah be pleased with him) in Sétif,Hamza bin Abdul Muttalib Mosque (may Allah be pleased with him) in Sétif,مسجد الكوثر,19,1901,Setif,36.198008,5.40772,approximate,osm_way,wikidata+osm,"{""wikidata"":""Q137851216"",""osm"":""way/324349977""}",
19-0290,مسجد علي بن أبي طالب التلة 35/5,,مسجد علي بن أبي طالب التلة 35/5,19,1960,Tella,35.9438,5.739114,exact,wikidata,wikidata,"{""wikidata"":""Q137851281""}",
19-0291,مسجد حسان بن ثابت 36/5,mosquée tachouda,مسجد حسان بن ثابت 36/5,19,1945,Tachouda,36.261445,5.716059,approximate,osm_way,wikidata+osm,"{""wikidata"":""Q137851320"",""osm"":""way/415614811""}",
19-0292,El-ghofran mosque 36/5,El-ghofran mosque 36/5,,19,1927,Amoucha,36.384565,5.418443,exact,osm_node,wikidata+osm,"{""wikidata"":""Q137851407"",""osm"":""node/3305876074""}",sunni
19-0293,مسجد الفتح في بني عزيز,,مسجد الفتح في بني عزيز,19,1935,Serdj-El-Ghoul,36.44939,5.602371,exact,wikidata,wikidata,"{""wikidata"":""Q137851446""}",
19-0294,Mosquée l'imam el bouhkari (lghars) 36/4,Mosquée l'imam el bouhkari (lghars) 36/4,,19,1909,Beni Chebana,36.431004,4.844461,exact,wikidata,wikidata,"{""wikidata"":""Q137851451""}",
19-0295,Mosquée d'Oulmouthen 36/4,Mosquée d'Oulmouthen 36/4,,19,1909,Beni Chebana,36.447765,4.802296,exact,wikidata,wikidata,"{""wikidata"":""Q137851456""}",
19-0296,Mosquée de Q3086863 36/4,Mosquée de Q3086863 36/4,مسجد القبة,19,1913,Ain-Legradj,36.409939,4.897289,exact,osm_node,wikidata+osm,"{""wikidata"":""Q137851490"",""osm"":""node/961285149""}",sunni
19-0297,مسجد أم القرى في عين آزال,Mosquėe OUM EL KORA .ouled erchid,مسجد أم القرى في عين آزال,19,1918,Ain Lahdjar,35.885171,5.500035,exact,osm_node,wikidata+osm,"{""wikidata"":""Q137851540"",""osm"":""node/4485292308""}",
19-0298,Mosquée Ḥassān ibn T̠ābit 36/5,Mosquée Ḥassān ibn T̠ābit 36/5,مسجد حسان بن ثابت,19,1926,Ain Arnat,36.190558,5.30976,exact,osm_node,wikidata+osm,"{""wikidata"":""Q137851541"",""osm"":""node/4327362810""}",sunni
19-0299,مسجد البشير الإبراهيمي الكهف الأبيض 36/5,,مسجد البشير الإبراهيمي الكهف الأبيض 36/5,19,1924,Ouled Addouane,36.369734,5.311577,exact,wikidata,wikidata,"{""wikidata"":""Q137851542""}",
19-0300,مسجد قرية في عين عباسة,,مسجد قرية في عين عباسة,19,1924,Ouled Addouane,36.360648,5.307582,exact,wikidata,wikidata,"{""wikidata"":""Q137851544""}",
19-0301,مسجد أبي ذر الغفاري قرية لحمادشة في عين لحجر,,مسجد أبي ذر الغفاري قرية لحمادشة في عين لحجر,19,1918,Ain Lahdjar,35.986289,5.552933,exact,osm_node,wikidata+osm,"{""wikidata"":""Q137851547"",""osm"":""node/9764666158""}",
19-0302,مسجد عثمان ابن عفان اولاد جميلة في عين لحجر,,مسجد عثمان ابن عفان اولاد جميلة في عين لحجر,19,1918,Ain Lahdjar,36.025121,5.594771,exact,wikidata,wikidata,"{""wikidata"":""Q137851549""}",
19-0303,مسجد أبو عبيدة عامر بن الجراح لعوازڨة في بازر الصخرة,,مسجد أبو عبيدة عامر بن الجراح لعوازڨة في بازر الصخرة,19,1931,Bazer-Sakra,36.098328,5.719295,exact,wikidata,wikidata,"{""wikidata"":""Q137851586""}",
19-0304,Albulaanh Mosque 35/5,Albulaanh Mosque 35/5,,19,1929,Beidha Bordj,35.851211,5.610258,exact,osm_node,wikidata+osm,"{""wikidata"":""Q137851587"",""osm"":""node/9644555076""}",
19-0305,Masdjid Ammar ben yassir in Bir El Arch,Masdjid Ammar ben yassir in Bir El Arch,,19,1908,Bir-El-Arch,36.065949,5.758311,approximate,osm_way,wikidata+osm,"{""wikidata"":""Q137851606"",""osm"":""way/626408467""}",
19-0306,مسجد اولاد جلال في برج زمورة,,مسجد اولاد جلال في برج زمورة,19,1936,Harbil,36.281152,4.923878,exact,wikidata,wikidata,"{""wikidata"":""Q137851632""}",
19-0307,MASDJID Khair in El Eulma,MASDJID Khair in El Eulma,,19,1920,El Eulma,36.152005,5.693893,exact,wikidata,wikidata,"{""wikidata"":""Q137851726""}",
19-0308,مسجد علي ابن ابي طالب عقبة بوشريط في قلتة زرقاء,,مسجد علي ابن ابي طالب عقبة بوشريط في قلتة زرقاء,19,1956,Guelta Zerka,36.208129,5.64803,exact,wikidata,wikidata,"{""wikidata"":""Q137851785""}",
19-0309,بلال بن رباح في قلتة زرقاء,,بلال بن رباح في قلتة زرقاء,19,1925,Bellaa,36.21137,5.788341,exact,wikidata,wikidata,"{""wikidata"":""Q137851793""}",
19-0310,مسجد الجمعة العتيق في قنزات,,مسجد الجمعة العتيق في قنزات,19,1941,Guenzet,36.319385,4.836659,exact,osm_node,wikidata+osm,"{""wikidata"":""Q137851796"",""osm"":""node/2532786711""}",sunni
19-0311,مسجد في حمام قرقور,,مسجد في حمام قرقور,19,1950,Hammam Guergour,36.329815,5.013655,exact,wikidata,wikidata,"{""wikidata"":""Q137851815""}",
19-0312,Mosquée El Ghazali in Hammam Guergour,Mosquée El Ghazali in Hammam Guergour,,19,1950,Hammam Guergour,36.348946,5.029973,exact,osm_node,wikidata+osm,"{""wikidata"":""Q137851819"",""osm"":""node/3808273525""}",sunni
19-0313,Mosquée de Tiguert-Ndrar 36/4,Mosquée de Tiguert-Ndrar 36/4,,19,1936,Harbil,36.333436,4.88319,exact,wikidata,wikidata,"{""wikidata"":""Q137851823""}",
19-0314,Mosquée OKBA IBN NAFAA in Maoklane,Mosquée OKBA IBN NAFAA in Maoklane,,19,1955,Maouaklane,36.42447,5.098241,exact,wikidata,wikidata,"{""wikidata"":""Q137851912""}",
19-0315,مسجد أبي بن كعب في مزلوق,,مسجد أبي بن كعب في مزلوق,19,1954,Ait-Tizi,36.139006,5.353601,exact,osm_node,wikidata+osm,"{""wikidata"":""Q137851935"",""osm"":""node/9907225633""}",
19-0316,مسجد اولاد عزوز في تيزي نبشار,,مسجد اولاد عزوز في تيزي نبشار,19,1957,Oued El Bared,36.436344,5.368292,exact,wikidata,wikidata,"{""wikidata"":""Q137851965""}",
19-0317,Ibn Taymiyyah mosque 36/5,Ibn Taymiyyah mosque 36/5,مسجد ابن تيمية,19,1927,Amoucha,36.33774,5.439605,approximate,osm_way,wikidata+osm,"{""wikidata"":""Q137852026"",""osm"":""way/1196153924""}",
19-0318,Hamza bin Abdul Muttalib Mosque salts in Ouled Sellam,Hamza bin Abdul Muttalib Mosque salts in Ouled Sellam,,19,1929,Beidha Bordj,35.805332,5.747914,exact,wikidata,wikidata,"{""wikidata"":""Q137852027""}",
19-0319,مسجد عبد الرحمان بن عوف بوغنجة في أولاد صابر,,مسجد عبد الرحمان بن عوف بوغنجة في أولاد صابر,19,1917,Guidjel,36.22522,5.529343,exact,wikidata,wikidata,"{""wikidata"":""Q137852029""}",
19-0320,مسجد عمر بن الخطاب في أولاد صابر,,مسجد عمر بن الخطاب في أولاد صابر,19,1917,Guidjel,36.198824,5.511553,exact,wikidata,wikidata,"{""wikidata"":""Q137852030""}",
19-0321,مسجد النور تينار سطيف في أولاد صابر,,مسجد النور تينار سطيف في أولاد صابر,19,1947,Ouled Sabor,36.17122,5.495602,exact,wikidata,wikidata,"{""wikidata"":""Q137852031""}",
19-0322,مسجد العتيق في الرصفة,,مسجد العتيق في الرصفة,19,1910,Ouled Tebben,35.796513,5.191622,exact,wikidata,wikidata,"{""wikidata"":""Q137852089""}",
19-0323,مسجد عبد الرحمان شيبان في صالح باي,Mosquée,مسجد عبد الرحمان شيبان في صالح باي,19,1939,Salah Bey,35.849709,5.293543,exact,osm_node,wikidata+osm,"{""wikidata"":""Q137852102"",""osm"":""node/5297451825""}",sunni
19-0324,مسجد القدس بير بئر عبد الله في سطيف,,مسجد القدس بير بئر عبد الله في سطيف,19,1947,Ouled Sabor,36.131093,5.595944,exact,osm_node,wikidata+osm,"{""wikidata"":""Q137852125"",""osm"":""node/3037766056""}",
19-0325,مسجد اولاد فايد 36/5,,مسجد اولاد فايد 36/5,19,1927,Amoucha,36.359599,5.431401,exact,wikidata,wikidata,"{""wikidata"":""Q137852213""}",
19-0326,Mosquée E-nour in Belaa,Mosquée E-nour in Belaa,,19,1925,Bellaa,36.200606,5.856711,approximate,osm_way,wikidata+osm,"{""wikidata"":""Q137852216"",""osm"":""way/317806689""}",
19-0327,مسجد إبن ماجة الحصبية 36/5,,مسجد إبن ماجة الحصبية 36/5,19,1944,Beni Fouda,36.308845,5.640817,exact,wikidata,wikidata,"{""wikidata"":""Q137852243""}",
19-0328,Mosquée Cheikh Lahlou 36/4,Mosquée Cheikh Lahlou 36/4,,19,1909,Beni Chebana,36.478335,4.779174,exact,wikidata,wikidata,"{""wikidata"":""Q137852247""}",
19-0329,Mosquée Ighil Ali 36/4,Mosquée Ighil Ali 36/4,,19,1909,Beni Chebana,36.479077,4.866526,exact,wikidata,wikidata,"{""wikidata"":""Q137852248""}",
19-0330,Mosquée cheikh Youssef djedjik 36/4,Mosquée cheikh Youssef djedjik 36/4,,19,1909,Beni Chebana,36.460444,4.816347,exact,wikidata,wikidata,"{""wikidata"":""Q137852253""}",
19-0331,مسجد حذيفة بن اليمان 36/4,,مسجد حذيفة بن اليمان 36/4,19,1922,Beni Ourtilane,36.444138,4.921155,exact,wikidata,wikidata,"{""wikidata"":""Q137852271""}",
19-0332,مسجد زين العابدين بن الحسين عين جوهرة 36/5,,مسجد زين العابدين بن الحسين عين جوهرة 36/5,19,1949,Ain-Sebt,36.48519,5.746446,approximate,osm_way,wikidata+osm,"{""wikidata"":""Q137852272"",""osm"":""way/427396012""}",sunni
19-0333,Tighouname Mosque 36/4,Tighouname Mosque 36/4,,19,1913,Ain-Legradj,36.404735,4.892083,exact,osm_node,wikidata+osm,"{""wikidata"":""Q137852273"",""osm"":""node/961282382""}",sunni
19-0334,مسجد تنزار 36/5,,مسجد تنزار 36/5,19,1949,Ain-Sebt,36.494683,5.702047,exact,wikidata,wikidata,"{""wikidata"":""Q137852276""}",
19-0335,مسجد سعد بن معاذ رضي الله عنه في عين آزال,,مسجد سعد بن معاذ رضي الله عنه في عين آزال,19,1940,Ain Azel,35.808622,5.501526,exact,wikidata,wikidata,"{""wikidata"":""Q137852356""}",
19-0336,Mosquée El Anasser in Aïn Arnat,Mosquée El Anasser in Aïn Arnat,,19,1926,Ain Arnat,36.210108,5.325391,exact,wikidata,wikidata,"{""wikidata"":""Q137852357""}",
19-0337,مسجد عبد الحميد ابن باديس رحمه الله في عين لحجر,,مسجد عبد الحميد ابن باديس رحمه الله في عين لحجر,19,1918,Ain Lahdjar,35.940345,5.541978,exact,wikidata,wikidata,"{""wikidata"":""Q137852362""}",
19-0338,Salah al-Din al-Ayyubi Mosque in Aïn Lahdjar,Salah al-Din al-Ayyubi Mosque in Aïn Lahdjar,,19,1918,Ain Lahdjar,35.939191,5.493294,exact,wikidata,wikidata,"{""wikidata"":""Q137852363""}",
19-0339,مسجد مالك ابن انس في عين لحجر,,مسجد مالك ابن انس في عين لحجر,19,1918,Ain Lahdjar,36.021305,5.606912,exact,wikidata,wikidata,"{""wikidata"":""Q137852364""}",
19-0340,mosquee trouna 36/5,mosquee trouna 36/5,مسجد ترونة,19,1906,Ain-Roua,36.371854,5.168818,approximate,osm_way,wikidata+osm,"{""wikidata"":""Q137852378"",""osm"":""way/470215371""}",sunni
19-0341,مسجد بلال ابن رباح في عين ولمان,,مسجد بلال ابن رباح في عين ولمان,19,1952,Kasr El Abtal,35.972768,5.321105,exact,wikidata,wikidata,"{""wikidata"":""Q137852380""}",
19-0342,Mosque of Omar bin Abdul Aziz in Aïn Oulmene,Mosque of Omar bin Abdul Aziz in Aïn Oulmene,,19,1928,Ain Oulmene,35.92199,5.250366,exact,osm_node,wikidata+osm,"{""wikidata"":""Q137852381"",""osm"":""node/9644487572""}",
19-0343,مسجد النور في عين ولمان,,مسجد النور في عين ولمان,19,1939,Salah Bey,35.879781,5.305038,exact,wikidata,wikidata,"{""wikidata"":""Q137852382""}",
19-0344,مسجد عمر ابن الخطاب في البيضاء,,مسجد عمر ابن الخطاب في البيضاء,19,1929,Beidha Bordj,35.894765,5.65993,exact,osm_node,wikidata+osm,"{""wikidata"":""Q137852548"",""osm"":""node/9671095918""}",
19-0345,MOSQUE KAAB BENOUMALEK 35/5,MOSQUE KAAB BENOUMALEK 35/5,,19,1929,Beidha Bordj,35.830004,5.647247,exact,wikidata,wikidata,"{""wikidata"":""Q137852549""}",
19-0346,مسجد عثمان بن عفان قرية أولاد زيد في البيضاء,,مسجد عثمان بن عفان قرية أولاد زيد في البيضاء,19,1929,Beidha Bordj,35.870208,5.646338,exact,wikidata,wikidata,"{""wikidata"":""Q137852550""}",
19-0347,مسجد حمزة بن عبد المطلب في بئر العرش,Mosquée Hamza Ben Abdelmatlab,مسجد حمزة بن عبد المطلب في بئر العرش,19,1908,Bir-El-Arch,36.113988,5.768359,approximate,osm_way,wikidata+osm,"{""wikidata"":""Q137852560"",""osm"":""way/626403389""}",
19-0348,مسجد اولاد سباع في بئر حدادة,,مسجد اولاد سباع في بئر حدادة,19,1934,Bir Haddada,35.945304,5.443414,exact,osm_node,wikidata+osm,"{""wikidata"":""Q137852572"",""osm"":""node/9763937477""}",
19-0349,مسجد عقبة بن نافع في بوعنداس,,مسجد عقبة بن نافع في بوعنداس,19,1930,Bouandas,36.514613,5.11043,exact,wikidata,wikidata,"{""wikidata"":""Q137852612""}",
19-0350,Bashir Ibrahimi Mosque in Bougaa,Bashir Ibrahimi Mosque in Bougaa,,19,1943,Bougaa,36.330569,5.091443,approximate,osm_way,wikidata+osm,"{""wikidata"":""Q137852625"",""osm"":""way/293828438""}",
19-0351,Abu Bakr mosque Alsidik.tamellin in Boutaleb,Abu Bakr mosque Alsidik.tamellin in Boutaleb,,19,1905,Boutaleb,35.678125,5.309778,exact,wikidata,wikidata,"{""wikidata"":""Q137852633""}",
19-0352,مسجد عقبة بن نافع في بوطالب,,مسجد عقبة بن نافع في بوطالب,19,1905,Boutaleb,35.681061,5.314831,exact,wikidata,wikidata,"{""wikidata"":""Q137852634""}",
19-0353,مسجد علي بن أبي طالب 36/5,,مسجد علي بن أبي طالب 36/5,19,1915,Dehamcha,36.381432,5.59565,exact,osm_node,wikidata+osm,"{""wikidata"":""Q137852678"",""osm"":""node/5053732701""}",sunni
19-0354,مسجد الكرامة في العلمة,El Karama,مسجد الكرامة في العلمة,19,1920,El Eulma,36.160392,5.686681,exact,osm_node,wikidata+osm,"{""wikidata"":""Q137852704"",""osm"":""node/4313518202""}",
19-0355,مسجد محمد الأمين دباغين في العلمة,Mosquée El Yamine Debbaghine,مسجد محمد الأمين دباغين في العلمة,19,1920,El Eulma,36.151868,5.696301,exact,osm_node,wikidata+osm,"{""wikidata"":""Q137852706"",""osm"":""node/4225635317""}",
19-0356,مسجد الشهيد بومعزة بلقاسم في العلمة,,مسجد الشهيد بومعزة بلقاسم في العلمة,19,1920,El Eulma,36.150815,5.703915,approximate,osm_way,wikidata+osm,"{""wikidata"":""Q137852707"",""osm"":""way/546680342""}",sunni
19-0357,عثمان بن عفان في الحامة,mosquee,عثمان بن عفان في الحامة,19,1911,Hamma,35.685274,5.413788,exact,osm_node,wikidata+osm,"{""wikidata"":""Q137852714"",""osm"":""node/2306954938""}",
19-0358,مسجد الرحمان الحمادشة ملول في قلال,,مسجد الرحمان الحمادشة ملول في قلال,19,1948,Guellal,36.013921,5.357884,exact,osm_node,wikidata+osm,"{""wikidata"":""Q137852754"",""osm"":""node/9803711422""}",
19-0359,مسجد الزبير بن العوام في حمام السخنة,,مسجد الزبير بن العوام في حمام السخنة,19,1932,Hamam Soukhna,36.002925,5.76563,exact,osm_node,wikidata+osm,"{""wikidata"":""Q137852778"",""osm"":""node/3237010165""}",
19-0360,Raselfiedh 36/4,Raselfiedh 36/4,,19,1936,Harbil,36.352434,4.974323,exact,wikidata,wikidata,"{""wikidata"":""Q137852782""}",
19-0361,مسجد أبي حنيفة النعمان ماوكلان في ماوكلان,,مسجد أبي حنيفة النعمان ماوكلان في ماوكلان,19,1955,Maouaklane,36.396343,5.072081,exact,osm_node,wikidata+osm,"{""wikidata"":""Q137852890"",""osm"":""node/4517414489""}",sunni
19-0362,Mosquée in Maoklane,Mosquée in Maoklane,,19,1942,Tala-Ifacene,36.419932,5.155649,exact,wikidata,wikidata,"{""wikidata"":""Q137852892""}",
19-0363,مسجد علي بن ابي طالب الماعلي في تيزي نبشار,,مسجد علي بن ابي طالب الماعلي في تيزي نبشار,19,1957,Oued El Bared,36.437347,5.413395,exact,wikidata,wikidata,"{""wikidata"":""Q137852944""}",
19-0364,مسجد اولاد سي احمد في أولاد سي أحمد,,مسجد اولاد سي احمد في أولاد سي أحمد,19,1934,Bir Haddada,35.965154,5.400068,exact,wikidata,wikidata,"{""wikidata"":""Q137853014""}",
19-0365,مسجد علي بن أبي طالب في أولاد صابر,,مسجد علي بن أبي طالب في أولاد صابر,19,1917,Guidjel,36.206017,5.530131,exact,osm_node,wikidata+osm,"{""wikidata"":""Q137853018"",""osm"":""node/4396142778""}",sunni
19-0366,مسجد المحطة في أولاد صابر,,مسجد المحطة في أولاد صابر,19,1947,Ouled Sabor,36.17284,5.512476,exact,wikidata,wikidata,"{""wikidata"":""Q137853019""}",
19-0367,Mosque of Ali bin Abi Talib in Djemila,Mosque of Ali bin Abi Talib in Djemila,مسجد علي بن أبي طالب,19,1921,Djemila,36.310325,5.841327,approximate,osm_way,wikidata+osm,"{""wikidata"":""Q137853079"",""osm"":""way/1197430054""}",
19-0368,مسجد تميم الداري في جميلة,,مسجد تميم الداري في جميلة,19,1944,Beni Fouda,36.296492,5.661216,exact,wikidata,wikidata,"{""wikidata"":""Q137853081""}",
19-0369,مسجد التوبة في جميلة,,مسجد التوبة في جميلة,19,1921,Djemila,36.292775,5.783744,exact,wikidata,wikidata,"{""wikidata"":""Q137853083""}",
19-0370,Hussein bin Ali Mosque in Djemila,Hussein bin Ali Mosque in Djemila,,19,1921,Djemila,36.313971,5.72531,exact,wikidata,wikidata,"{""wikidata"":""Q137853088""}",
19-0371,mosquée selmen Lfarisi in Djemila,mosquée selmen Lfarisi in Djemila,,19,1921,Djemila,36.303641,5.770033,exact,wikidata,wikidata,"{""wikidata"":""Q137853090""}",
19-0372,مسجدالرحمةاولادعباس في القصبات,,مسجدالرحمةاولادعباس في القصبات,19,1911,Hamma,35.690494,5.441861,approximate,osm_way,wikidata+osm,"{""wikidata"":""Q137853092"",""osm"":""way/356345282""}",sunni
19-0373,Abu Bakr mosque in the Arab in Rasfa,Abu Bakr mosque in the Arab in Rasfa,,19,1923,Rosfa,35.791448,5.263095,exact,osm_node,wikidata+osm,"{""wikidata"":""Q137853101"",""osm"":""node/4379706918""}",
19-0374,مسجد طارق بن زياد في صالح باي,,مسجد طارق بن زياد في صالح باي,19,1939,Salah Bey,35.817246,5.340502,exact,wikidata,wikidata,"{""wikidata"":""Q137853118""}",
19-0375,Mosquée Othman Ibn Afan 36/5,Mosquée Othman Ibn Afan 36/5,,19,1916,Babor,36.427179,5.531513,exact,wikidata,wikidata,"{""wikidata"":""Q137853142""}",
19-0376,مسجد الشيخ بوعمامة كعبوب في سطيف,Kaab.ilot 11-1,مسجد الشيخ بوعمامة كعبوب في سطيف,19,1901,Setif,36.203514,5.406876,approximate,osm_way,wikidata+osm,"{""wikidata"":""Q137853144"",""osm"":""way/432349159""}",
19-0377,مسجد الرحمة في سطيف,Masdjid,مسجد الرحمة في سطيف,19,1901,Setif,36.185467,5.444714,approximate,osm_way,wikidata+osm,"{""wikidata"":""Q137853145"",""osm"":""way/668154609""}",sunni
19-0378,مسجد عمار بن ياسر التلة 36/5,Amar Ben Yasser,مسجد عمار بن ياسر التلة 36/5,19,1960,Tella,36.006199,5.717657,exact,osm_node,wikidata+osm,"{""wikidata"":""Q137853199"",""osm"":""node/5314470570""}",
19-0379,مسجد حمزة بن عبد المطلب أولاد بدروح 35/5,Mosquée Hamza ben Abd Motalib,مسجد حمزة بن عبد المطلب أولاد بدروح 35/5,19,1960,Tella,35.996488,5.680841,exact,osm_node,wikidata+osm,"{""wikidata"":""Q137853200"",""osm"":""node/4932231125""}",sunni
19-0380,Mosquée EL-ARCH in Tamridjet,Mosquée EL-ARCH in Tamridjet,,19,1938,Tizi N'bechar,36.575427,5.363052,exact,wikidata,wikidata,"{""wikidata"":""Q137853228""}",
19-0381,Mosquée Al-Battah 36/5,Mosquée Al-Battah 36/5,,19,1944,Beni Fouda,36.306056,5.633477,exact,wikidata,wikidata,"{""wikidata"":""Q137853300""}",
19-0382,مسجد عبد الله بن عباس ثوريرث إعراسين 36/4,,مسجد عبد الله بن عباس ثوريرث إعراسين 36/4,19,1909,Beni Chebana,36.478276,4.904008,exact,wikidata,wikidata,"{""wikidata"":""Q137853302""}",
19-0383,mosquée othman inb afan in Beni Aziz,mosquée othman inb afan in Beni Aziz,,19,1903,Beni-Aziz,36.460655,5.651376,exact,wikidata,wikidata,"{""wikidata"":""Q137853303""}",
19-0384,Mosqué Saad Bne Mouadh in Aïn El Kebira,Mosqué Saad Bne Mouadh in Aïn El Kebira,,19,1902,Ain El Kebira,36.36713,5.498237,exact,wikidata,wikidata,"{""wikidata"":""Q137853335""}",
19-0385,مسجد عقبة بن نافع ذراع النزاعة في عين الكبيرة,,مسجد عقبة بن نافع ذراع النزاعة في عين الكبيرة,19,1902,Ain El Kebira,36.364725,5.509737,exact,wikidata,wikidata,"{""wikidata"":""Q137853338""}",
19-0386,Al-Taqwa Mosque 36/5,Al-Taqwa Mosque 36/5,,19,1949,Ain-Sebt,36.528333,5.753249,exact,wikidata,wikidata,"{""wikidata"":""Q137853347""}",
19-0387,Khaled ibn-elwalid mosque 36/5,Khaled ibn-elwalid mosque 36/5,,19,1949,Ain-Sebt,36.471879,5.70751,exact,wikidata,wikidata,"{""wikidata"":""Q137853348""}",
19-0388,Tilatiouine Mosque 36/4,Tilatiouine Mosque 36/4,,19,1913,Ain-Legradj,36.407291,4.885222,exact,wikidata,wikidata,"{""wikidata"":""Q137853349""}",
19-0389,مسجد عقبة بن نافع 36/5,,مسجد عقبة بن نافع 36/5,19,1949,Ain-Sebt,36.487152,5.718323,exact,wikidata,wikidata,"{""wikidata"":""Q137853351""}",
19-0390,مسجد ابن باديس في عين أرنات,Mosquée Cheikh Abdelhamid Ben Badis,مسجد ابن باديس في عين أرنات,19,1926,Ain Arnat,36.192278,5.314674,exact,osm_node,wikidata+osm,"{""wikidata"":""Q137853422"",""osm"":""node/3221052566""}",
