name,name_fr,name_ar,layer,lat,lng,wilaya_code,wilaya_name_fr,wilaya_name_ar,nid_fr,nid_ar,has_virtual_tour,source
"Bibliothèque rurale de lecture publique Moudjahid Gouigah Mostefa – Ben Merzouga, Boudouaou","Bibliothèque rurale de lecture publique Moudjahid Gouigah Mostefa – Ben Merzouga, Boudouaou",المكتبة الريفية للمطالعة العمومية المجاهد  ڤويڤح مصطفي  بن مرزوقة  بودواو,library,36.714346,3.419234,35,Boumerdès,بومرداس,,1048,false,patrimoineculturelalgerien.org
Théâtre Régional de Mascara,Théâtre Régional de Mascara,"المسرح الجهوي معسكر  ""المجاهد المتوفي زحاف بشير""",theatre,35.395864,0.139898,29,Mascara,معسكر,78,1049,false,patrimoineculturelalgerien.org
Bibliothèque Principale de Mascara,Bibliothèque Principale de Mascara,"المكتبة الرئيسية للمطالعة العمومية لولاية معسكر ""الدكتور يحي بوعزيز""",library,35.397071,0.139857,29,Mascara,معسكر,87,1050,false,patrimoineculturelalgerien.org
Bibliothèque rurale de Kedet El Araïs – Legata – Moudjahid Ahmed Kheïreddine,Bibliothèque rurale de Kedet El Araïs – Legata – Moudjahid Ahmed Kheïreddine,المكتبة الريفية كدية العرائس لقاطة  المجاهد أحمد خير الدين,library,36.803399,3.666434,35,Boumerdès,بومرداس,,1051,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique Moudjahid feu Benfatta Ahmed,Bibliothèque de lecture publique Moudjahid feu Benfatta Ahmed,"مكتبة المطالعة العمومية"" المجاهد المتوفي بن فطة أحمد""",library,35.403104,0.153489,29,Mascara,معسكر,,1052,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique martyr Brahim Abdelkader,Bibliothèque de lecture publique martyr Brahim Abdelkader,"مكتبة المطالعة العمومية "" الشهيد ابراهيم عبد القادر """,library,35.59274,0.07408,29,Mascara,معسكر,,1053,false,patrimoineculturelalgerien.org
Bibliothèque semi-urbaine de Zahana – martyr Brahimi Mohamed,Bibliothèque semi-urbaine de Zahana – martyr Brahimi Mohamed,"المكتبة النصف الحضرية بزهانة "" الشهيد براهيمي محمد""",library,35.520475,-0.405176,29,Mascara,معسكر,,1054,false,patrimoineculturelalgerien.org
Homme de Tighennif,Homme de Tighennif,رجل تيغنيفين,protected-cultural-property,35.415226,0.321516,29,Mascara,معسكر,,1057,false,patrimoineculturelalgerien.org
"Bibliothèque rurale de lecture publique Zahra Khattab – village Omar, Bordj Menaïel","Bibliothèque rurale de lecture publique Zahra Khattab – village Omar, Bordj Menaïel",المكتبة الريفية للمطالعة العمومية زهرة خطاب قرية عمر  برج منايل,library,36.716757,3.708055,35,Boumerdès,بومرداس,,1058,false,patrimoineculturelalgerien.org
La bibliothèque de BOUTALEB,La bibliothèque de BOUTALEB,المكتبة البلدية بوطالب,library,35.661265,5.321741,19,Sétif,سطيف,1435,1059,false,patrimoineculturelalgerien.org
La bibliothèque de rasfa,La bibliothèque de rasfa,المكتبة البلدية الرصفة,library,35.770443,5.206004,19,Sétif,سطيف,1436,1060,false,patrimoineculturelalgerien.org
La bibliothèque de saleh bey,La bibliothèque de saleh bey,المكتبة البلدية صالح باي,library,35.852487,5.284697,19,Sétif,سطيف,1438,1061,false,patrimoineculturelalgerien.org
La bibliothèque de « Ain lahdjar »,La bibliothèque de « Ain lahdjar »,المكتبة البلدية عين الحجر,library,35.955217,5.547548,19,Sétif,سطيف,1439,1062,false,patrimoineculturelalgerien.org
La bibliothèque de « taya »,La bibliothèque de « taya »,المكتبة البلدية الطاية,library,35.959919,5.966406,19,Sétif,سطيف,1440,1063,false,patrimoineculturelalgerien.org
La bibliothèque de «tella »,La bibliothèque de «tella »,المكتبة البلدية التلة,library,36.007724,5.718,19,Sétif,سطيف,1441,1064,false,patrimoineculturelalgerien.org
La bibliothèque de «hammam soukhna»,La bibliothèque de «hammam soukhna»,المكتبة البلدية حمام السخنة,library,35.981079,5.806794,19,Sétif,سطيف,1442,1065,false,patrimoineculturelalgerien.org
La bibliothèque de «baida bordj»,La bibliothèque de «baida bordj»,المكتبة البلدية بيضاء برج,library,35.900301,5.666034,19,Sétif,سطيف,1443,1066,false,patrimoineculturelalgerien.org
La bibliothèque de «el Eulma»,La bibliothèque de «el Eulma»,المكتبة البلدية العلمة,library,36.128474,5.67513,19,Sétif,سطيف,1444,1068,false,patrimoineculturelalgerien.org
Bibliothèque communale d'El Eulma,Bibliothèque communale d'El Eulma,المكتبة البلدية العلمة,library,36.128474,5.67513,19,Sétif,سطيف,,1069,false,patrimoineculturelalgerien.org
Mosquée Al-Atik,Mosquée Al-Atik,مسجد العتيق,protected-cultural-property,36.188957,5.403857,19,Sétif,سطيف,1406,1070,false,patrimoineculturelalgerien.org
Musée de Beni Ourtilane,Musée de Beni Ourtilane,متحف بني ورثيلان,museum,36.453594,4.820984,19,Sétif,سطيف,,1071,false,patrimoineculturelalgerien.org
Arbre Eddardara,Arbre Eddardara,شجرة الدردارة,protected-cultural-property,35.263141,0.159415,29,Mascara,معسكر,,1073,false,patrimoineculturelalgerien.org
Bibliothèque urbaine de Mascara – Moudjahid feu Dahou Meziane,Bibliothèque urbaine de Mascara – Moudjahid feu Dahou Meziane,"المكتبة الحضرية بمعسكر "" المجاهد المتوفي دحو مزيان """,library,35.387935,0.137441,29,Mascara,معسكر,,1074,false,patrimoineculturelalgerien.org
Maison du commandement de l'Émir Abdelkader,Maison du commandement de l'Émir Abdelkader,دار قيادة الأمير عبد القادر,protected-cultural-property,35.394631,0.140715,29,Mascara,معسكر,,1075,false,patrimoineculturelalgerien.org
Tribunal de l'Émir Abdelkader,Tribunal de l'Émir Abdelkader,محكمة الأمير عبد القادر,protected-cultural-property,35.394981,0.140678,29,Mascara,معسكر,,1076,false,patrimoineculturelalgerien.org
Site romain d'Ad Milliaria,Site romain d'Ad Milliaria,الموقع الاثري الروماني الألملياريا,protected-cultural-property,35.104214,0.245998,29,Mascara,معسكر,,1077,false,patrimoineculturelalgerien.org
Théâtre de plein air,Théâtre de plein air,مسرح الهواء الطلق,theatre,31.949049,5.271345,30,Ouargla,ورقلة,,1078,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique Abou El Kacem Saâdallah – Touggourt,Bibliothèque de lecture publique Abou El Kacem Saâdallah – Touggourt,مكتبة المطالعة العمومية ابو القاسم سعد الله بتقرت,library,33.107124,6.039807,30,Ouargla,ورقلة,,1079,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique Djouahi Mohamed Ben Maâmar – El Alia,Bibliothèque de lecture publique Djouahi Mohamed Ben Maâmar – El Alia,مكتبة المطالعة العمومية جواحي محمد بن معمر بالعاليـــــــة,library,32.702481,5.41333,30,Ouargla,ورقلة,,1080,false,patrimoineculturelalgerien.org
Fort d'Illizi (ex-Polignac),Fort d'Illizi (ex-Polignac),حصن إيليزي - بوليناك سابقا -,protected-cultural-property,26.495603,8.475273,33,Illizi,إليزي,,1081,false,patrimoineculturelalgerien.org
Fort d'In Senglen,Fort d'In Senglen,حصن إنسنجلن,protected-cultural-property,26.861463,8.724501,33,Illizi,إليزي,,1082,false,patrimoineculturelalgerien.org
Bordj de Tarat,Bordj de Tarat,برج طارات,protected-cultural-property,26.136007,9.350635,33,Illizi,إليزي,,1083,false,patrimoineculturelalgerien.org
Fort de Gardel,Fort de Gardel,حصن قاردل,protected-cultural-property,24.877655,8.441398,33,Illizi,إليزي,,1084,false,patrimoineculturelalgerien.org
Fort Charlet (Djanet),Fort Charlet (Djanet),حصن شارلي - جانت -,protected-cultural-property,24.551499,9.484119,33,Illizi,إليزي,,1085,false,patrimoineculturelalgerien.org
Fort de Bordj Omar Driss (ex-Fort Flatters),Fort de Bordj Omar Driss (ex-Fort Flatters),حصن   برج عمر إدريس  - فلاتيرز سابقا  -,protected-cultural-property,28.104048,6.811229,33,Illizi,إليزي,,1086,false,patrimoineculturelalgerien.org
Ksar El Mihane,Ksar El Mihane,قصر الميزان * الميهان * جانت,protected-cultural-property,24.546986,9.485164,33,Illizi,إليزي,549,1087,true,patrimoineculturelalgerien.org
Ksar d'Azelouaz (Djanet),Ksar d'Azelouaz (Djanet),قصر أزلواز * جانت *,protected-cultural-property,24.563874,9.474727,33,Illizi,إليزي,,1088,false,patrimoineculturelalgerien.org
Ksar d'Adjahil (Djanet),Ksar d'Adjahil (Djanet),قصر أجاهيل - جانت -,protected-cultural-property,24.539188,9.478918,33,Illizi,إليزي,,1089,false,patrimoineculturelalgerien.org
Ksar d'Adjahil (Djanet),Ksar d'Adjahil (Djanet),قصر أجاهيل - جانت -,protected-cultural-property,24.539188,9.478918,33,Illizi,إليزي,,1090,false,patrimoineculturelalgerien.org
Musée de wilaya du Moudjahid,Musée de wilaya du Moudjahid,المتحف الولائي للمجاهد,museum-moudjahid,36.18737,5.40516,19,Sétif,سطيف,,1091,false,patrimoineculturelalgerien.org
Ksar d'Adjahil (Djanet),Ksar d'Adjahil (Djanet),قصر أجاهيل - جانت -,protected-cultural-property,24.539188,9.478918,33,Illizi,إليزي,,1092,false,patrimoineculturelalgerien.org
Mausolée de Scipion,Mausolée de Scipion,ضريح سيبيون,protected-cultural-property,36.199494,5.392458,19,Sétif,سطيف,,1093,false,patrimoineculturelalgerien.org
Bibliothèque semi-urbaine de la daïra de Naciria – wilaya de Boumerdès,Bibliothèque semi-urbaine de la daïra de Naciria – wilaya de Boumerdès,المكتبة النصف حضرية لدائرة  ناصرية ولاية بومرداس,library,36.747161,3.822465,35,Boumerdès,بومرداس,,1095,false,patrimoineculturelalgerien.org
Théâtre communal d'Isser,Théâtre communal d'Isser,مسرح بلدية يسر بومرداس,theatre,36.726367,3.667359,35,Boumerdès,بومرداس,,1096,false,patrimoineculturelalgerien.org
Théâtre communal de Bordj Menaïel,Théâtre communal de Bordj Menaïel,المسرح البلدي برج منايل,theatre,36.743522,3.718118,35,Boumerdès,بومرداس,,1097,false,patrimoineculturelalgerien.org
Théâtre régional Mohamed Benguettaf,Théâtre régional Mohamed Benguettaf,المسرح الجهوي محمد بن قطاف,theatre,33.274577,-0.325103,45,Naâma,النعامة,,1098,false,patrimoineculturelalgerien.org
La bibliothèque principale de la lecture publique Abu al-Qasim Saadallah,La bibliothèque principale de la lecture publique Abu al-Qasim Saadallah,المكتبة الرئيسية للمطالعة العمومية  أبو القاسم سعد الله,library,27.646827,-8.131158,37,Tindouf,تندوف,1558,1103,false,patrimoineculturelalgerien.org
Bibliothèque principale de lecture publique Moudjahid Rabah Saïdani – wilaya de Bouira,Bibliothèque principale de lecture publique Moudjahid Rabah Saïdani – wilaya de Bouira,"المكتبة الرئيسية للمطالعة العمومية المجاهد ""رابح سعيداي"" لولاية البويرة",library,36.372805,3.830869,10,Bouira,البويرة,,1104,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique d'El Khoubana – wilaya de M'Sila,Bibliothèque de lecture publique d'El Khoubana – wilaya de M'Sila,مكتبة المطالعة العمومية الخبانة ولاية المسيلة,library,35.307725,4.475809,28,M'Sila,المسيلة,,1108,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique de Boukhmissa – commune de M'Sila,Bibliothèque de lecture publique de Boukhmissa – commune de M'Sila,مكتبة المطالعة العمومية ببوخميسة بلدية المسيلة,library,35.798009,4.549206,28,M'Sila,المسيلة,,1109,false,patrimoineculturelalgerien.org
bibliothèque de lecture publique 'Banio commune de maarif',bibliothèque de lecture publique 'Banio commune de maarif',مكتبة المطالعة العمومية ببانيو ببلدية المعاريف,library,35.371103,4.372068,28,M'Sila,المسيلة,1507,1110,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique – commune d'El Maâdid,Bibliothèque de lecture publique – commune d'El Maâdid,مكتبة المطالعة العمومية ببلدية المعاضيد,library,35.825504,4.794134,28,M'Sila,المسيلة,,1111,false,patrimoineculturelalgerien.org
"La bibliothèque principale de lecture  publique""  Boudrai belkacem"" wilaya de M'sila","La bibliothèque principale de lecture  publique""  Boudrai belkacem"" wilaya de M'sila",المكتبة الرئيسية للمطالعة العمومية الشهيد بودراي بلقاسم,library,35.711338,4.541054,28,M'Sila,المسيلة,1504,1112,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique – commune de Dehahna,Bibliothèque de lecture publique – commune de Dehahna,مكتبة المطالعة العمومية ببلدية الدهاهنة,library,35.740873,5.007325,28,M'Sila,المسيلة,,1113,false,patrimoineculturelalgerien.org
La bibliothèque de lecture publique ' commune de Ben Srour,La bibliothèque de lecture publique ' commune de Ben Srour,مكتبة المطالعة العمومية ببلدية بن سرور,library,35.040644,4.559967,28,M'Sila,المسيلة,1512,1114,false,patrimoineculturelalgerien.org
bibliothèque de lecture publique ' commune Belaiba',bibliothèque de lecture publique ' commune Belaiba',مكتبة المطالعة العمومية ببلدية بلعائبة,library,35.522392,5.164697,28,M'Sila,المسيلة,1506,1115,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique d'El Mouilha – commune de M'Sila,Bibliothèque de lecture publique d'El Mouilha – commune de M'Sila,مكتبة المطالعة العمومية بالمويلحة بلدية المسيلة,library,35.724746,4.523828,28,M'Sila,المسيلة,,1116,false,patrimoineculturelalgerien.org
bibliothèque de lecture publique ' commune de slim',bibliothèque de lecture publique ' commune de slim',مكتبة المطالعة العمومية ببلدية سليم,library,34.895421,3.734392,28,M'Sila,المسيلة,1509,1117,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique d'El Houran – commune de Hammam Dhalaa,Bibliothèque de lecture publique d'El Houran – commune de Hammam Dhalaa,مكتبة المطالعة العمومية بالحوران بلدية حمام الضلعة,library,35.942283,4.368924,28,M'Sila,المسيلة,,1118,false,patrimoineculturelalgerien.org
bibliothèque de lecture publique dellaoui abedelkader ' commune de bousaada',bibliothèque de lecture publique dellaoui abedelkader ' commune de bousaada',مكتبة المطالعة العمومية عبد القادر دلاوي ببلدية بوسعادة,library,35.205952,4.175038,28,M'Sila,المسيلة,1510,1119,false,patrimoineculturelalgerien.org
La bibliothèque de lecture publique 'commune  magra',La bibliothèque de lecture publique 'commune  magra',مكتبة المطالعة العمومية ببلدية مقرة,library,35.620236,5.09875,28,M'Sila,المسيلة,1505,1120,false,patrimoineculturelalgerien.org
bibliothèque de lecture publique  ' commune de Ain El melh',bibliothèque de lecture publique  ' commune de Ain El melh',مكتبة المطالعة العمومية ببلدية عين الملح,library,34.858741,4.153708,28,M'Sila,المسيلة,1511,1121,false,patrimoineculturelalgerien.org
Ezzitoun El Qadim,Ezzitoun El Qadim,الزيتون القديم,protected-cultural-property,35.800221,4.700625,28,M'Sila,المسيلة,,1124,false,patrimoineculturelalgerien.org
Les Grues (Lagharaniq) – commune de Tiout 2,Les Grues (Lagharaniq) – commune de Tiout 2,لغرانيق 2 بلدية تيوت,protected-cultural-property,32.770333,-0.377704,45,Naâma,النعامة,,1125,false,patrimoineculturelalgerien.org
Bordj Bescarine,Bordj Bescarine,برج بوسكارین,protected-cultural-property,33.803663,2.880414,03,Laghouat,الأغواط,,1126,false,patrimoineculturelalgerien.org
Cratère météoritique de Madna (Talemzane),Cratère météoritique de Madna (Talemzane),فوھة مادنة النیزكیة (تالمزان),protected-cultural-property,33.314464,4.036276,03,Laghouat,الأغواط,,1127,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique martyr Bouamama Benyahia – Aïn Sefra,Bibliothèque de lecture publique martyr Bouamama Benyahia – Aïn Sefra,"مكتبة المطالعة العمومية الشهيد"" بوعمامة بن يحي"" بالعين الصفراء:",library,32.771018,-0.56408,45,Naâma,النعامة,,1128,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique Moudjahid Mekki Boualem – Moghrar,Bibliothèque de lecture publique Moudjahid Mekki Boualem – Moghrar,"مكتبة المطالعة العمومية المجاهد ""مكي بوعلام "" بمغرار:",library,32.538455,-0.49622,45,Naâma,النعامة,,1129,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique Frères Abdeldjelil – Sfissifa,Bibliothèque de lecture publique Frères Abdeldjelil – Sfissifa,"مكتبة المطالعة العمومية الأخوة"" عبد الجليل"" بالصفيصيفة:",library,32.72635,-0.860782,45,Naâma,النعامة,,1130,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique d'Aïn Ben Khelil,Bibliothèque de lecture publique d'Aïn Ben Khelil,مكتبة المطالعة العمومية عين بن خليل:,library,33.289418,-0.764473,45,Naâma,النعامة,,1131,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique Moudjahid Rafii Tayeb – Makmen Ben Amar,Bibliothèque de lecture publique Moudjahid Rafii Tayeb – Makmen Ben Amar,"مكتبة المطالعة العمومية المجاهد ""رافعي الطيب"" بمكمن بن عمار:",library,33.718707,-0.73287,45,Naâma,النعامة,,1132,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique martyr Djedid Djedid – Djeniene Bourezg,Bibliothèque de lecture publique martyr Djedid Djedid – Djeniene Bourezg,"مكتبة المطالعة العمومية الشهيد"" جديد جديد"" بجنين بورزق:",library,32.290016,-0.907134,45,Naâma,النعامة,,1133,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique d'El Biodh,Bibliothèque de lecture publique d'El Biodh,مكتبة المطالعة العمومية البيوض:,library,33.762073,-0.134224,45,Naâma,النعامة,,1134,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique Moudjahid Degdag Ali – El Kasdir,Bibliothèque de lecture publique Moudjahid Degdag Ali – El Kasdir,"مكتبة المطالعة العمومية المجاهد"" دقداق علي"" بالقصدير:",library,33.709553,-1.356312,45,Naâma,النعامة,,1135,false,patrimoineculturelalgerien.org
Station de Midane – commune de Tiout,Station de Midane – commune de Tiout,محطة ميدان بلدية تيوت,protected-cultural-property,32.869472,-0.410086,45,Naâma,النعامة,,1137,false,patrimoineculturelalgerien.org
Station d'Oued Lebridj – commune d'Aïn Sefra,Station d'Oued Lebridj – commune d'Aïn Sefra,محطة واد لبريج بلدية عين الصفراء,protected-cultural-property,32.687957,-0.691611,45,Naâma,النعامة,,1139,false,patrimoineculturelalgerien.org
Station de gravures rupestres de Chaâbet Bougueurn 2,Station de gravures rupestres de Chaâbet Bougueurn 2,محطة النقوش الصخرية شعبة بوقرن 2,protected-cultural-property,32.537127,-0.498131,45,Naâma,النعامة,,1142,false,patrimoineculturelalgerien.org
Station de gravures rupestres de Chaâbet Bougueurn 3,Station de gravures rupestres de Chaâbet Bougueurn 3,محطة النقوش الصخرية شعبة بوقرن 3,protected-cultural-property,32.539056,-0.497041,45,Naâma,النعامة,,1144,false,patrimoineculturelalgerien.org
Gravure rupestre de Chaâbet Bougueurn 4,Gravure rupestre de Chaâbet Bougueurn 4,نقش صخري شعبة بوقرن 4,protected-cultural-property,32.540959,-0.496651,45,Naâma,النعامة,,1145,false,patrimoineculturelalgerien.org
Station de gravures rupestres de Chaâbet Bougueurn 5,Station de gravures rupestres de Chaâbet Bougueurn 5,محطة النقوش الصخرية شعبة بوقرن 5,protected-cultural-property,32.539843,-0.49486,45,Naâma,النعامة,,1148,false,patrimoineculturelalgerien.org
Tahert / Tagdemt,Tahert / Tagdemt,تاهرت/ تاقدمت,protected-cultural-property,35.337332,1.229528,14,Tiaret,تيارت,,1149,false,patrimoineculturelalgerien.org
Station de gravures rupestres de Beni Amrane,Station de gravures rupestres de Beni Amrane,محطة النقوش الصخرية بني عمران,protected-cultural-property,32.538851,-0.499871,45,Naâma,النعامة,,1150,false,patrimoineculturelalgerien.org
Musée des dinosaures de Roueis El Djir – commune de Sfissifa,Musée des dinosaures de Roueis El Djir – commune de Sfissifa,متحف الديناصور رويس الجير بلدية صفيصيفة,protected-cultural-property,32.784744,-0.931736,45,Naâma,النعامة,,1151,false,patrimoineculturelalgerien.org
Station de Merhama,Station de Merhama,محطة مرحمة,protected-cultural-property,34.12953,3.08955,03,Laghouat,الأغواط,,1152,false,patrimoineculturelalgerien.org
Gravure rupestre de Telghemt,Gravure rupestre de Telghemt,نقش صخري تلغمت,protected-cultural-property,32.290242,-0.908429,45,Naâma,النعامة,,1153,false,patrimoineculturelalgerien.org
Station de Safiet El Guetrane,Station de Safiet El Guetrane,محطة صفیة القطران,protected-cultural-property,34.10951,3.0755,03,Laghouat,الأغواط,,1154,false,patrimoineculturelalgerien.org
Gravure rupestre de Roueisat Ezzerg,Gravure rupestre de Roueisat Ezzerg,نقش صخري رويسات الزرق,protected-cultural-property,32.29014,-0.910301,45,Naâma,النعامة,,1155,false,patrimoineculturelalgerien.org
Station de gravures rupestres d'Es Salam 1,Station de gravures rupestres d'Es Salam 1,محطة النقوش الصخرية السلام1,protected-cultural-property,32.571231,-0.486456,45,Naâma,النعامة,,1156,false,patrimoineculturelalgerien.org
Station de gravures rupestres d'Es Salam 2,Station de gravures rupestres d'Es Salam 2,محطة النقوش الصخرية السلام 2,protected-cultural-property,32.573446,-0.486942,45,Naâma,النعامة,,1157,false,patrimoineculturelalgerien.org
Mosquée antique,Mosquée antique,المسجد العتيق,protected-cultural-property,35.375277,1.313619,14,Tiaret,تيارت,,1158,false,patrimoineculturelalgerien.org
Station de gravures rupestres d'Es Salam 3,Station de gravures rupestres d'Es Salam 3,محطة النقوش الصخرية السلام 3,protected-cultural-property,32.581935,-0.488902,45,Naâma,النعامة,,1159,false,patrimoineculturelalgerien.org
Gravure rupestre d'Es Salam 4,Gravure rupestre d'Es Salam 4,نقش صخري السلام 4,protected-cultural-property,32.552379,-0.47756,45,Naâma,النعامة,,1160,false,patrimoineculturelalgerien.org
Station de gravures rupestres de Rahat El Maïz,Station de gravures rupestres de Rahat El Maïz,محطة النقوش الصخرية رحات المعيز,protected-cultural-property,32.125788,-1.122304,45,Naâma,النعامة,,1161,false,patrimoineculturelalgerien.org
Station de gravures rupestres de Sidi Moul El Maktouba – commune de Djeniene Bourezg,Station de gravures rupestres de Sidi Moul El Maktouba – commune de Djeniene Bourezg,محطة النقوش الصخرية سيدي مول المكتوبة بلدية جنين بورزق,protected-cultural-property,32.23242,-1.005315,45,Naâma,النعامة,,1162,false,patrimoineculturelalgerien.org
Gravure rupestre d'Er Roueisat – commune de Moghrar,Gravure rupestre d'Er Roueisat – commune de Moghrar,نقش صخري الرويسات بلدية مغرار,protected-cultural-property,32.400315,-0.548904,45,Naâma,النعامة,,1163,false,patrimoineculturelalgerien.org
Tahert / Tagdemt,Tahert / Tagdemt,تاهرت/ تاقدمت,protected-cultural-property,35.337332,1.229528,14,Tiaret,تيارت,,1164,false,patrimoineculturelalgerien.org
Gravure rupestre de Kheneg Ettayeb,Gravure rupestre de Kheneg Ettayeb,نقش صخري خناق الطيب,protected-cultural-property,32.986036,-0.069198,45,Naâma,النعامة,,1165,false,patrimoineculturelalgerien.org
Gravure rupestre d'El Mounaaradj,Gravure rupestre d'El Mounaaradj,نقش صخري المنعرج,protected-cultural-property,32.486959,-0.458933,45,Naâma,النعامة,,1166,false,patrimoineculturelalgerien.org
Columnata,Columnata,كولومناطة,protected-cultural-property,35.456196,1.527755,14,Tiaret,تيارت,,1167,false,patrimoineculturelalgerien.org
Station de gravures rupestres de Kediet Abdelhak,Station de gravures rupestres de Kediet Abdelhak,محطة النقوش الصخرية كدية عبد الحق,protected-cultural-property,32.986936,-0.103295,45,Naâma,النعامة,,1168,false,patrimoineculturelalgerien.org
Station de gravures rupestres d'Oum El Braïm 2 (Moghrar Tahtani),Station de gravures rupestres d'Oum El Braïm 2 (Moghrar Tahtani),محطة النقوش الصخرية أم البرايم 2 (مغرار التحتاني ),protected-cultural-property,32.486473,-0.471419,45,Naâma,النعامة,,1169,false,patrimoineculturelalgerien.org
Station de gravures rupestres d'Oum El Braïm 1 (Moghrar Tahtani),Station de gravures rupestres d'Oum El Braïm 1 (Moghrar Tahtani),محطة النقوش الصخرية أم البرايم 1( مغرار التحتاني ),protected-cultural-property,32.486562,-0.472367,45,Naâma,النعامة,,1170,false,patrimoineculturelalgerien.org
Kef Boubekeur,Kef Boubekeur,كاف بوبكر,protected-cultural-property,35.451398,1.527755,14,Tiaret,تيارت,,1171,false,patrimoineculturelalgerien.org
Ensemble funéraire de Mechra Sfa (Djedars),Ensemble funéraire de Mechra Sfa (Djedars),المركب الجنائزي مشرع الصفا,protected-cultural-property,35.395307,1.005197,14,Tiaret,تيارت,,1173,false,patrimoineculturelalgerien.org
Gravure rupestre de Belgrad,Gravure rupestre de Belgrad,نقش صخري بلغراد,protected-cultural-property,32.916926,-0.146417,45,Naâma,النعامة,,1175,false,patrimoineculturelalgerien.org
Bibliothèque communale,Bibliothèque communale,مكتبة بلدية,library,35.791946,0.797587,48,Relizane,غليزان,,1176,false,patrimoineculturelalgerien.org
Annexe de la bibliothèque de lecture publique martyr Benali Saïd – Dahmouni,Annexe de la bibliothèque de lecture publique martyr Benali Saïd – Dahmouni,ملحقة مكتبة المطالعة العمومية الشهيد بن علي سعيد ـ الدحموني ـ,library,35.416903,1.472772,14,Tiaret,تيارت,,1177,false,patrimoineculturelalgerien.org
Station de gravures rupestres du nord d'Es Sebaâ (Moghrar Tahtani),Station de gravures rupestres du nord d'Es Sebaâ (Moghrar Tahtani),محطة النقوش الصخرية شمال الصبيع ( مغرار التحتاني ),protected-cultural-property,32.491446,-0.477712,45,Naâma,النعامة,,1178,false,patrimoineculturelalgerien.org
Annexe de la bibliothèque de lecture publique Cheikh Bouamama – commune d'Errechaiga,Annexe de la bibliothèque de lecture publique Cheikh Bouamama – commune d'Errechaiga,ملحقة مكتبة المطالعة العمومية للشيخ بوعمامة بلدية الرشايقة,library,35.411804,1.974215,14,Tiaret,تيارت,,1179,false,patrimoineculturelalgerien.org
Station de gravures rupestres d'Er Redjimat,Station de gravures rupestres d'Er Redjimat,محطة النقوش الصخرية الرجيمات,protected-cultural-property,32.932087,-0.136124,45,Naâma,النعامة,,1181,false,patrimoineculturelalgerien.org
Annexe de la bibliothèque de lecture publique martyr Djezouli M'hamed – commune de Tousnina,Annexe de la bibliothèque de lecture publique martyr Djezouli M'hamed – commune de Tousnina,ملحقة مكتبة المطالعة العمومية الشهيد: جزولي امحمد بلدية توسنينة,library,35.112675,1.27718,14,Tiaret,تيارت,,1182,false,patrimoineculturelalgerien.org
Station de gravures rupestres de Sidi Brahim 1 (commune de Moghrar),Station de gravures rupestres de Sidi Brahim 1 (commune de Moghrar),محطة النقوش الصخرية سيدي ابراهيم1( بلدية مغرار ),protected-cultural-property,32.487572,-0.45322,45,Naâma,النعامة,,1184,false,patrimoineculturelalgerien.org
Station de Boutahir – El Hassi El Abiodh,Station de Boutahir – El Hassi El Abiodh,محطة بوطاهير الحاسي الابيض,protected-cultural-property,32.964993,-0.138175,45,Naâma,النعامة,,1185,false,patrimoineculturelalgerien.org
Annexe de la bibliothèque de lecture publique martyr Rouan Mohamed – commune d'Aïn El Hadid,Annexe de la bibliothèque de lecture publique martyr Rouan Mohamed – commune d'Aïn El Hadid,"ملحقة مكتبة المطالعة العمومية الشهيد ""روان محمد"" لبلدية عين الحديد",library,35.056965,0.885005,14,Tiaret,تيارت,,1186,false,patrimoineculturelalgerien.org
Annexe de la bibliothèque de lecture publique martyr Benamar Mohamed – commune d'Aïn Bouchekif,Annexe de la bibliothèque de lecture publique martyr Benamar Mohamed – commune d'Aïn Bouchekif,ملحقة مكتبة المطالعة العمومية  الشهيد بن عمار محمد بلدية عين بوشقيف,library,35.355449,1.514548,14,Tiaret,تيارت,,1187,false,patrimoineculturelalgerien.org
Annexe de la bibliothèque de lecture publique Jacques Berque – Frenda,Annexe de la bibliothèque de lecture publique Jacques Berque – Frenda,ملحقة مكتبة المطالعة العمومية جاك بارك - فرندة,library,35.059526,1.050486,14,Tiaret,تيارت,,1188,false,patrimoineculturelalgerien.org
